Genotype,CollectionDate,Group,Hourssurvived,Initial,Dead,TotalDead,TotalAlive,PercentAlive
WTF TKT,2-Apr,4,93,18,4,11,7,38.88888889
WTF TKT,2-Apr,4,95.5,18,0,11,7,38.88888889
WTF TKT,2-Apr,4,101.5,18,5,16,2,11.11111111
WTF TKT,2-Apr,4,104.5,18,1,17,1,5.555555556
WTF TKT,2-Apr,4,109.5,18,1,18,0,0
A4VM,2-Apr,4,0,20,0,0,20,100
A4VM,2-Apr,4,3.5,20,0,0,20,100
A4VM,2-Apr,4,6.5,20,0,0,20,100
A4VM,2-Apr,4,9,20,0,0,20,100
A4VM,2-Apr,4,12.5,20,0,0,20,100
A4VM,2-Apr,4,14.5,20,0,0,20,100
A4VM,2-Apr,4,21,20,0,0,20,100
A4VM,2-Apr,4,28,20,0,0,20,100
A4VM,2-Apr,4,31,20,0,0,20,100
A4VM,2-Apr,4,34,20,0,0,20,100
A4VM,2-Apr,4,37,20,1,1,19,95
A4VM,2-Apr,4,45,20,8,9,11,55
A4VM,2-Apr,4,48.5,20,2,11,9,45
A4VM,2-Apr,4,51.5,20,4,15,5,25
A4VM,2-Apr,4,55.5,20,3,18,2,10
A4VM,2-Apr,4,59,20,1,19,1,5
A4VM,2-Apr,4,70.5,20,1,20,0,0
A4VF,2-Apr,4,0,20,0,0,20,100
A4VF,2-Apr,4,3.5,20,0,0,20,100
A4VF,2-Apr,4,6.5,20,0,0,20,100
A4VF,2-Apr,4,9,20,0,0,20,100
A4VF,2-Apr,4,12.5,20,0,0,20,100
A4VF,2-Apr,4,14.5,20,0,0,20,100
A4VF,2-Apr,4,21,20,0,0,20,100
A4VF,2-Apr,4,28,20,0,0,20,100
A4VF,2-Apr,4,31,20,0,0,20,100
A4VF,2-Apr,4,34,20,0,0,20,100
A4VF,2-Apr,4,37,20,0,0,20,100
A4VF,2-Apr,4,45,20,0,0,20,100
A4VF,2-Apr,4,48.5,20,0,0,20,100
A4VF,2-Apr,4,51.5,20,0,0,20,100
A4VF,2-Apr,4,55.5,20,0,0,20,100
A4VF,2-Apr,4,59,20,0,0,20,100
A4VF,2-Apr,4,70.5,20,0,0,20,100
A4VF,2-Apr,4,72.5,20,0,0,20,100
A4VF,2-Apr,4,77,20,0,0,20,100
A4VF,2-Apr,4,79.5,20,0,0,20,100
A4VF,2-Apr,4,83.5,20,1,1,19,95
A4VF,2-Apr,4,86.5,20,0,1,19,95
A4VF,2-Apr,4,93,20,0,1,19,95
A4VF,2-Apr,4,95.5,20,1,2,18,90
A4VF,2-Apr,4,101.5,20,1,3,17,85
A4VF,2-Apr,4,104.5,20,2,5,15,75
A4VF,2-Apr,4,109.5,20,4,9,11,55
A4VF,2-Apr,4,117,20,7,16,4,20
A4VF,2-Apr,4,123,20,3,19,1,5
A4VF,2-Apr,4,127,20,1,20,0,0
A4VM TKT,2-Apr,4,0,13,0,0,13,100
A4VM TKT,2-Apr,4,3.5,13,0,0,13,100
A4VM TKT,2-Apr,4,6.5,13,0,0,13,100
A4VM TKT,2-Apr,4,9,13,0,0,13,100
A4VM TKT,2-Apr,4,12.5,13,0,0,13,100
A4VM TKT,2-Apr,4,14.5,13,0,0,13,100
A4VM TKT,2-Apr,4,21,13,0,0,13,100
A4VM TKT,2-Apr,4,28,13,0,0,13,100
A4VM TKT,2-Apr,4,31,13,0,0,13,100
A4VM TKT,2-Apr,4,34,13,0,0,13,100
A4VM TKT,2-Apr,4,37,13,2,2,11,84.61538462
A4VM TKT,2-Apr,4,45,13,4,6,7,53.84615385
A4VM TKT,2-Apr,4,48.5,13,2,8,5,38.46153846
A4VM TKT,2-Apr,4,51.5,13,2,10,3,23.07692308
A4VM TKT,2-Apr,4,55.5,13,3,13,0,0
A4VF TKT,2-Apr,4,0,13,0,0,13,100
A4VF TKT,2-Apr,4,3.5,13,0,0,13,100
A4VF TKT,2-Apr,4,6.5,13,0,0,13,100
A4VF TKT,2-Apr,4,9,13,0,0,13,100
A4VF TKT,2-Apr,4,12.5,13,0,0,13,100
A4VF TKT,2-Apr,4,14.5,13,0,0,13,100
A4VF TKT,2-Apr,4,21,13,0,0,13,100
A4VF TKT,2-Apr,4,28,13,0,0,13,100
A4VF TKT,2-Apr,4,31,13,0,0,13,100
A4VF TKT,2-Apr,4,34,13,0,0,13,100
A4VF TKT,2-Apr,4,37,13,0,0,13,100
A4VF TKT,2-Apr,4,45,13,0,0,13,100
A4VF TKT,2-Apr,4,48.5,13,0,0,13,100
A4VF TKT,2-Apr,4,51.5,13,0,0,13,100
A4VF TKT,2-Apr,4,55.5,13,0,0,13,100
A4VF TKT,2-Apr,4,59,13,0,0,13,100
A4VF TKT,2-Apr,4,70.5,13,0,0,13,100
A4VF TKT,2-Apr,4,72.5,13,0,0,13,100
A4VF TKT,2-Apr,4,77,13,2,2,11,84.61538462
A4VF TKT,2-Apr,4,79.5,13,0,2,11,84.61538462
A4VF TKT,2-Apr,4,83.5,13,3,5,8,61.53846154
A4VF TKT,2-Apr,4,86.5,13,2,7,6,46.15384615
A4VF TKT,2-Apr,4,93,13,3,10,3,23.07692308
A4VF TKT,2-Apr,4,95.5,13,0,10,3,23.07692308
A4VF TKT,2-Apr,4,101.5,13,2,12,1,7.692307692
A4VF TKT,2-Apr,4,104.5,13,0,12,1,7.692307692
A4VF TKT,2-Apr,4,109.5,13,1,13,0,0
WTM,7-Apr,5,0,20,0,0,20,100
WTM,7-Apr,5,5,20,0,0,20,100
WTM,7-Apr,5,19,20,0,0,20,100
WTM,7-Apr,5,26,20,1,1,19,95
WTM,7-Apr,5,30,20,2,3,17,85
WTM,7-Apr,5,36,20,3,6,14,70
WTM,7-Apr,5,42,20,12,18,2,10
WTM,7-Apr,5,50,20,2,20,0,0
WTF,7-Apr,5,0,20,0,0,20,100
WTF,7-Apr,5,5,20,0,0,20,100
WTF,7-Apr,5,19,20,0,0,20,100
WTF,7-Apr,5,26,20,0,0,20,100
WTF,7-Apr,5,30,20,0,0,20,100
WTF,7-Apr,5,36,20,0,0,20,100
WTF,7-Apr,5,42,20,0,0,20,100
WTF,7-Apr,5,50,20,0,0,20,100
WTF,7-Apr,5,54,20,0,0,20,100
WTF,7-Apr,5,58,20,0,0,20,100
WTF,7-Apr,5,66,20,0,0,20,100
WTF,7-Apr,5,71,20,4,4,16,80
WTF,7-Apr,5,76,20,3,7,13,65
WTF,7-Apr,5,80,20,3,10,10,50
WTF,7-Apr,5,90,20,9,19,1,5
WTF,7-Apr,5,94,20,0,19,1,5
WTF,7-Apr,5,102,20,1,20,0,0
WTM TKT,7-Apr,5,0,19,0,0,19,100
WTM TKT,7-Apr,5,5,19,0,0,19,100
WTM TKT,7-Apr,5,19,19,0,0,19,100
WTM TKT,7-Apr,5,26,19,0,0,19,100
WTM TKT,7-Apr,5,30,19,0,0,19,100
WTM TKT,7-Apr,5,36,19,2,2,17,89.47368421
WTM TKT,7-Apr,5,42,19,10,12,7,36.84210526
WTM TKT,7-Apr,5,50,19,5,17,2,10.52631579
WTM TKT,7-Apr,5,54,19,2,19,0,0
WTF TKT,7-Apr,5,0,19,0,0,19,100
WTF TKT,7-Apr,5,5,19,0,0,19,100
WTF TKT,7-Apr,5,19,19,0,0,19,100
WTF TKT,7-Apr,5,26,19,0,0,19,100
WTF TKT,7-Apr,5,30,19,0,0,19,100
WTF TKT,7-Apr,5,36,19,0,0,19,100
WTF TKT,7-Apr,5,42,19,0,0,19,100
WTF TKT,7-Apr,5,50,19,0,0,19,100
WTF TKT,7-Apr,5,54,19,0,0,19,100
WTF TKT,7-Apr,5,58,19,0,0,19,100
WTF TKT,7-Apr,5,66,19,1,1,18,94.73684211
WTF TKT,7-Apr,5,71,19,0,1,18,94.73684211
WTF TKT,7-Apr,5,76,19,2,3,16,84.21052632
WTF TKT,7-Apr,5,80,19,1,4,15,78.94736842
WTF TKT,7-Apr,5,90,19,9,13,6,31.57894737
WTF TKT,7-Apr,5,94,19,1,14,5,26.31578947
WTF TKT,7-Apr,5,102,19,5,19,0,0
A4VM,7-Apr,5,0,10,0,0,10,100
A4VM,7-Apr,5,5,10,0,0,10,100
A4VM,7-Apr,5,19,10,0,0,10,100
A4VM,7-Apr,5,26,10,0,0,10,100
A4VM,7-Apr,5,30,10,0,0,10,100
A4VM,7-Apr,5,36,10,0,0,10,100
A4VM,7-Apr,5,42,10,1,1,9,90
A4VM,7-Apr,5,50,10,5,6,4,40
A4VM,7-Apr,5,54,10,2,8,2,20
A4VM,7-Apr,5,58,10,1,9,1,10
A4VM,7-Apr,5,66,10,1,10,0,0
A4VF,7-Apr,5,0,17,0,0,17,100
A4VF,7-Apr,5,5,17,0,0,17,100
A4VF,7-Apr,5,19,17,0,0,17,100
A4VF,7-Apr,5,26,17,0,0,17,100
A4VF,7-Apr,5,30,17,0,0,17,100
A4VF,7-Apr,5,36,17,0,0,17,100
A4VF,7-Apr,5,42,17,0,0,17,100
A4VF,7-Apr,5,50,17,0,0,17,100
A4VF,7-Apr,5,54,17,0,0,17,100
A4VF,7-Apr,5,58,17,0,0,17,100
A4VF,7-Apr,5,66,17,1,1,16,94.11764706
A4VF,7-Apr,5,71,17,1,2,15,88.23529412
A4VF,7-Apr,5,76,17,2,4,13,76.47058824
A4VF,7-Apr,5,80,17,0,4,13,76.47058824
A4VF,7-Apr,5,90,17,1,5,12,70.58823529
A4VF,7-Apr,5,94,17,0,5,12,70.58823529
A4VF,7-Apr,5,102,17,3,8,9,52.94117647
A4VF,7-Apr,5,107,17,2,10,7,41.17647059
A4VF,7-Apr,5,115,17,4,14,3,17.64705882
A4VF,7-Apr,5,122,17,1,15,2,11.76470588
A4VF,7-Apr,5,131,17,2,17,0,0
A4VM TKT,7-Apr,5,0,15,0,0,15,100
A4VM TKT,7-Apr,5,5,15,0,0,15,100
A4VM TKT,7-Apr,5,19,15,0,0,15,100
A4VM TKT,7-Apr,5,26,15,0,0,15,100
A4VM TKT,7-Apr,5,30,15,0,0,15,100
A4VM TKT,7-Apr,5,36,15,0,0,15,100
A4VM TKT,7-Apr,5,42,15,3,3,12,80
A4VM TKT,7-Apr,5,50,15,8,11,4,26.66666667
A4VM TKT,7-Apr,5,54,15,2,13,2,13.33333333
A4VM TKT,7-Apr,5,58,15,1,14,1,6.666666667
A4VM TKT,7-Apr,5,66,15,0,14,1,6.666666667
A4VM TKT,7-Apr,5,71,15,1,15,0,0
A4VF TKT,7-Apr,5,0,17,0,0,17,100
A4VF TKT,7-Apr,5,5,17,0,0,17,100
A4VF TKT,7-Apr,5,19,17,0,0,17,100
A4VF TKT,7-Apr,5,26,17,1,1,16,94.11764706
A4VF TKT,7-Apr,5,30,17,0,1,16,94.11764706
A4VF TKT,7-Apr,5,36,17,0,1,16,94.11764706
A4VF TKT,7-Apr,5,42,17,0,1,16,94.11764706
A4VF TKT,7-Apr,5,50,17,0,1,16,94.11764706
A4VF TKT,7-Apr,5,54,17,0,1,16,94.11764706
A4VF TKT,7-Apr,5,58,17,1,2,15,88.23529412
A4VF TKT,7-Apr,5,66,17,1,3,14,82.35294118
A4VF TKT,7-Apr,5,71,17,0,3,14,82.35294118
A4VF TKT,7-Apr,5,76,17,0,3,14,82.35294118
A4VF TKT,7-Apr,5,80,17,2,5,12,70.58823529
A4VF TKT,7-Apr,5,90,17,2,7,10,58.82352941
A4VF TKT,7-Apr,5,94,17,2,9,8,47.05882353
A4VF TKT,7-Apr,5,102,17,4,13,4,23.52941176
A4VF TKT,7-Apr,5,107,17,2,15,2,11.76470588
A4VF TKT,7-Apr,5,115,17,1,16,1,5.882352941
A4VF TKT,7-Apr,5,122,17,1,17,0,0
WTM,8-Apr,6,0,20,0,0,20,100
WTM,8-Apr,6,5,20,0,0,20,100
WTM,8-Apr,6,19,20,0,0,20,100
WTM,8-Apr,6,26,20,0,0,20,100
WTM,8-Apr,6,30,20,1,1,19,95
WTM,8-Apr,6,36,20,4,5,15,75
WTM,8-Apr,6,42,20,7,12,8,40
WTM,8-Apr,6,50,20,8,20,0,0
WTF,8-Apr,6,0,19,0,0,19,100
WTF,8-Apr,6,5,19,0,0,19,100
WTF,8-Apr,6,19,19,0,0,19,100
WTF,8-Apr,6,26,19,0,0,19,100
WTF,8-Apr,6,30,19,0,0,19,100
WTF,8-Apr,6,36,19,0,0,19,100
WTF,8-Apr,6,42,19,0,0,19,100
WTF,8-Apr,6,50,19,0,0,19,100
WTF,8-Apr,6,54,19,0,0,19,100
WTF,8-Apr,6,58,19,0,0,19,100
WTF,8-Apr,6,66,19,6,6,13,68.42105263
WTF,8-Apr,6,71,19,6,12,7,36.84210526
WTF,8-Apr,6,76,19,6,18,1,5.263157895
WTF,8-Apr,6,80,19,1,19,0,0
WTM TKT,8-Apr,6,0,14,0,0,14,100
WTM TKT,8-Apr,6,5,14,0,0,14,100
WTM TKT,8-Apr,6,19,14,0,0,14,100
WTM TKT,8-Apr,6,26,14,0,0,14,100
WTM TKT,8-Apr,6,30,14,0,0,14,100
WTM TKT,8-Apr,6,36,14,2,2,12,85.71428571
WTM TKT,8-Apr,6,42,14,3,5,9,64.28571429
WTM TKT,8-Apr,6,50,14,9,14,0,0
WTF TKT,8-Apr,6,0,10,0,0,10,100
WTF TKT,8-Apr,6,5,10,0,0,10,100
WTF TKT,8-Apr,6,19,10,0,0,10,100
WTF TKT,8-Apr,6,26,10,0,0,10,100
WTF TKT,8-Apr,6,30,10,0,0,10,100
WTF TKT,8-Apr,6,36,10,0,0,10,100
WTF TKT,8-Apr,6,42,10,0,0,10,100
WTF TKT,8-Apr,6,50,10,0,0,10,100
WTF TKT,8-Apr,6,54,10,0,0,10,100
WTF TKT,8-Apr,6,58,10,0,0,10,100
WTF TKT,8-Apr,6,66,10,0,0,10,100
WTF TKT,8-Apr,6,71,10,1,1,9,90
WTF TKT,8-Apr,6,76,10,1,2,8,80
WTF TKT,8-Apr,6,80,10,4,6,4,40
WTF TKT,8-Apr,6,90,10,4,10,0,0
A4VM,8-Apr,6,0,11,0,0,11,100
A4VM,8-Apr,6,5,11,0,0,11,100
A4VM,8-Apr,6,19,11,0,0,11,100
A4VM,8-Apr,6,26,11,0,0,11,100
A4VM,8-Apr,6,30,11,0,0,11,100
A4VM,8-Apr,6,36,11,1,1,10,90.90909091
A4VM,8-Apr,6,42,11,3,4,7,63.63636364
A4VM,8-Apr,6,50,11,4,8,3,27.27272727
A4VM,8-Apr,6,54,11,1,9,2,18.18181818
A4VM,8-Apr,6,58,11,2,11,0,0
A4VF,8-Apr,6,0,10,0,0,10,100
A4VF,8-Apr,6,5,10,0,0,10,100
A4VF,8-Apr,6,19,10,0,0,10,100
A4VF,8-Apr,6,26,10,0,0,10,100
A4VF,8-Apr,6,30,10,0,0,10,100
A4VF,8-Apr,6,36,10,0,0,10,100
A4VF,8-Apr,6,42,10,1,1,9,90
A4VF,8-Apr,6,50,10,0,1,9,90
A4VF,8-Apr,6,54,10,0,1,9,90
A4VF,8-Apr,6,58,10,0,1,9,90
A4VF,8-Apr,6,66,10,1,2,8,80
A4VF,8-Apr,6,71,10,0,2,8,80
A4VF,8-Apr,6,76,10,1,3,7,70
A4VF,8-Apr,6,80,10,0,3,7,70
A4VF,8-Apr,6,90,10,1,4,6,60
A4VF,8-Apr,6,94,10,1,5,5,50
A4VF,8-Apr,6,102,10,2,7,3,30
A4VF,8-Apr,6,107,10,1,8,2,20
A4VF,8-Apr,6,115,10,1,9,1,10
A4VF,8-Apr,6,122,10,0,9,1,10
A4VF,8-Apr,6,131,10,1,10,0,0
A4VM TKT,8-Apr,6,0,18,0,0,18,100
A4VM TKT,8-Apr,6,5,18,0,0,18,100
A4VM TKT,8-Apr,6,19,18,0,0,18,100
A4VM TKT,8-Apr,6,26,18,0,0,18,100
A4VM TKT,8-Apr,6,30,18,0,0,18,100
A4VM TKT,8-Apr,6,36,18,4,4,14,77.77777778
A4VM TKT,8-Apr,6,42,18,1,5,13,72.22222222
A4VM TKT,8-Apr,6,50,18,7,12,6,33.33333333
A4VM TKT,8-Apr,6,54,18,1,13,5,27.77777778
A4VM TKT,8-Apr,6,58,18,3,16,2,11.11111111
A4VM TKT,8-Apr,6,66,18,1,17,1,5.555555556
A4VM TKT,8-Apr,6,71,18,1,18,0,0
A4VF TKT,8-Apr,6,0,20,0,0,20,100
A4VF TKT,8-Apr,6,5,20,0,0,20,100
A4VF TKT,8-Apr,6,19,20,0,0,20,100
A4VF TKT,8-Apr,6,26,20,0,0,20,100
A4VF TKT,8-Apr,6,30,20,0,0,20,100
A4VF TKT,8-Apr,6,36,20,0,0,20,100
A4VF TKT,8-Apr,6,42,20,0,0,20,100
A4VF TKT,8-Apr,6,50,20,0,0,20,100
A4VF TKT,8-Apr,6,54,20,0,0,20,100
A4VF TKT,8-Apr,6,58,20,0,0,20,100
A4VF TKT,8-Apr,6,66,20,2,2,18,90
A4VF TKT,8-Apr,6,71,20,1,3,17,85
A4VF TKT,8-Apr,6,76,20,1,4,16,80
A4VF TKT,8-Apr,6,80,20,1,5,15,75
A4VF TKT,8-Apr,6,90,20,10,15,5,25
A4VF TKT,8-Apr,6,94,20,1,16,4,20
A4VF TKT,8-Apr,6,102,20,3,19,1,5
A4VF TKT,8-Apr,6,107,20,1,20,0,0
