"","go","cluster","parent","parentSimScore","score","size","term","parentTerm"
"GO:0000278","GO:0000278",9,"GO:0007049",0.865,3.66273485297994,170,"mitotic cell cycle","cell cycle"
"GO:0045935","GO:0045935",10,"GO:0009893",0.892,3.61969595211777,0,"positive regulation of nucleobase-containing compound metabolic process","positive regulation of metabolic process"
"GO:0006399","GO:0006399",3,"GO:0046483",0.521,3.52058870368041,1,"tRNA metabolic process","heterocycle metabolic process"
"GO:0010604","GO:0010604",10,"GO:0009893",0.958,3.4767078779665,0,"positive regulation of macromolecule metabolic process","positive regulation of metabolic process"
"GO:0043170","GO:0043170",2,"GO:0034641",0.503,3.39429060956962,0,"macromolecule metabolic process","cellular nitrogen compound metabolic process"
"GO:1903311","GO:1903311",3,"GO:0046483",0.517,3.39429060956962,0,"regulation of mRNA metabolic process","heterocycle metabolic process"
"GO:1901566","GO:1901566",2,"GO:0034641",0.449,3.36361453504766,0,"organonitrogen compound biosynthetic process","cellular nitrogen compound metabolic process"
"GO:0032787","GO:0032787",5,"GO:0043436",0.914,3.26281719938394,0,"monocarboxylic acid metabolic process","oxoacid metabolic process"
"GO:0051173","GO:0051173",10,"GO:0009893",0.942,3.26281719938394,0,"positive regulation of nitrogen compound metabolic process","positive regulation of metabolic process"
"GO:0031325","GO:0031325",10,"GO:0009893",0.945,3.11870596673169,0,"positive regulation of cellular metabolic process","positive regulation of metabolic process"
"GO:0010557","GO:0010557",10,"GO:0009893",0.883,2.98042585148948,0,"positive regulation of macromolecule biosynthetic process","positive regulation of metabolic process"
"GO:0051254","GO:0051254",10,"GO:0009893",0.885,2.97040888928461,0,"positive regulation of RNA metabolic process","positive regulation of metabolic process"
"GO:0120192","GO:0120192",11,"GO:0120192",0.999,2.92188851016716,0,"tight junction assembly","tight junction assembly"
"GO:0120193","GO:0120193",11,"GO:0120192",0.999,2.87785995894742,0,"tight junction organization","tight junction assembly"
"GO:0051171","GO:0051171",10,"GO:0009893",0.687,2.86663421527446,0,"regulation of nitrogen compound metabolic process","positive regulation of metabolic process"
"GO:0043297","GO:0043297",11,"GO:0120192",0.941,2.83546243755106,1,"apical junction assembly","tight junction assembly"
"GO:0009059","GO:0009059",2,"GO:0034641",0.393,2.78075602365997,0,"macromolecule biosynthetic process","cellular nitrogen compound metabolic process"
"GO:0019222","GO:0019222",10,"GO:0009893",0.722,2.75215595167614,2,"regulation of metabolic process","positive regulation of metabolic process"
"GO:0051276","GO:0051276",8,"GO:0006325",0.376,2.70116059850357,52,"chromosome organization","chromatin organization"
"GO:0015986","GO:0015986",5,"GO:0043436",0.599,2.69260139849931,29,"proton motive force-driven ATP synthesis","oxoacid metabolic process"
"GO:0006338","GO:0006338",8,"GO:0006325",0.948,2.68031861195007,94,"chromatin remodeling","chromatin organization"
"GO:0019991","GO:0019991",11,"GO:0120192",0.992,2.68031861195007,38,"septate junction assembly","tight junction assembly"
"GO:0006261","GO:0006261",3,"GO:0046483",0.495,2.63331484967198,26,"DNA-templated DNA replication","heterocycle metabolic process"
"GO:0031323","GO:0031323",10,"GO:0009893",0.689,2.59039463098891,2,"regulation of cellular metabolic process","positive regulation of metabolic process"
"GO:0019509","GO:0019509",5,"GO:0043436",0.628,2.55288605355256,6,"L-methionine salvage from methylthioadenosine","oxoacid metabolic process"
"GO:0043102","GO:0043102",5,"GO:0043436",0.628,2.54957284460871,0,"amino acid salvage","oxoacid metabolic process"
"GO:0071265","GO:0071265",5,"GO:0043436",0.628,2.49752884665022,0,"L-methionine biosynthetic process","oxoacid metabolic process"
"GO:0071267","GO:0071267",5,"GO:0043436",0.628,2.47382191710079,0,"L-methionine salvage","oxoacid metabolic process"
