"","go","cluster","parent","parentSimScore","score","size","term","parentTerm"
"GO:0009888","GO:0009888",15,"GO:0048569",0.354,3.21008150046428,15,"tissue development","post-embryonic animal organ development"
"GO:0000380","GO:0000380",13,"GO:0000375",0.847,3.16361411767508,6,"alternative mRNA splicing, via spliceosome","RNA splicing, via transesterification reactions"
"GO:0007444","GO:0007444",11,"GO:0035220",0.911,3.14409293803109,31,"imaginal disc development","wing disc development"
"GO:0070983","GO:0070983",20,"GO:0070983",1,3.12372444571503,24,"dendrite guidance","dendrite guidance"
"GO:0050684","GO:0050684",13,"GO:0000375",0.709,3.12267888820055,7,"regulation of mRNA processing","RNA splicing, via transesterification reactions"
"GO:0002009","GO:0002009",15,"GO:0048569",0.323,3.12267888820055,16,"morphogenesis of an epithelium","post-embryonic animal organ development"
"GO:0048736","GO:0048736",18,"GO:0035120",0.978,3.10602977008473,2,"appendage development","post-embryonic appendage morphogenesis"
"GO:0009887","GO:0009887",15,"GO:0048569",0.676,3.07805712947636,18,"animal organ morphogenesis","post-embryonic animal organ development"
"GO:0035107","GO:0035107",18,"GO:0035120",0.981,3.07805712947636,1,"appendage morphogenesis","post-embryonic appendage morphogenesis"
"GO:0072594","GO:0072594",16,"GO:0033365",0.958,3.06675098553019,2,"establishment of protein localization to organelle","protein localization to organelle"
"GO:0000381","GO:0000381",13,"GO:0000375",0.843,2.99832842115163,120,"regulation of alternative mRNA splicing, via spliceosome","RNA splicing, via transesterification reactions"
"GO:0019991","GO:0019991",14,"GO:0043297",0.981,2.99087864307676,38,"septate junction assembly","apical junction assembly"
"GO:0032502","GO:0032502",7,"GO:0030154",0.595,2.9613488523655,8,"developmental process","cell differentiation"
"GO:0019953","GO:0019953",6,"GO:0003006",0.812,2.92617516018624,234,"sexual reproduction","developmental process involved in reproduction"
"GO:0007283","GO:0007283",6,"GO:0003006",0.761,2.90783989063472,179,"spermatogenesis","developmental process involved in reproduction"
"GO:0022603","GO:0022603",21,"GO:0022603",0.995,2.90783989063472,0,"regulation of anatomical structure morphogenesis","regulation of anatomical structure morphogenesis"
"GO:0035114","GO:0035114",18,"GO:0035120",0.981,2.89156962759075,1,"imaginal disc-derived appendage morphogenesis","post-embryonic appendage morphogenesis"
"GO:0065003","GO:0065003",2,"GO:0071840",0.528,2.86706587166186,2,"protein-containing complex assembly","cellular component organization or biogenesis"
"GO:0097485","GO:0097485",20,"GO:0070983",0.754,2.86454923672734,0,"neuron projection guidance","dendrite guidance"
"GO:0048737","GO:0048737",18,"GO:0035120",0.977,2.85693099188381,2,"imaginal disc-derived appendage development","post-embryonic appendage morphogenesis"
"GO:0007560","GO:0007560",18,"GO:0035120",0.922,2.81786751627351,10,"imaginal disc morphogenesis","post-embryonic appendage morphogenesis"
"GO:0048563","GO:0048563",18,"GO:0035120",0.922,2.81786751627351,0,"post-embryonic animal organ morphogenesis","post-embryonic appendage morphogenesis"
"GO:0006913","GO:0006913",16,"GO:0033365",0.565,2.78265099998696,12,"nucleocytoplasmic transport","protein localization to organelle"
"GO:0051169","GO:0051169",16,"GO:0033365",0.565,2.7665087076087,0,"nuclear transport","protein localization to organelle"
"GO:0006999","GO:0006999",22,"GO:0006999",1,2.76042717194464,11,"nuclear pore organization","nuclear pore organization"
"GO:0006839","GO:0006839",16,"GO:0033365",0.523,2.76042717194464,10,"mitochondrial transport","protein localization to organelle"
"GO:0043484","GO:0043484",13,"GO:0000375",0.853,2.74593065938639,16,"regulation of RNA splicing","RNA splicing, via transesterification reactions"
"GO:0120192","GO:0120192",14,"GO:0043297",0.941,2.74593065938639,0,"tight junction assembly","apical junction assembly"
"GO:0007018","GO:0007018",4,"GO:0003341",0.894,2.74593065938639,82,"microtubule-based movement","cilium movement"
"GO:0120193","GO:0120193",14,"GO:0043297",0.889,2.73951284796207,0,"tight junction organization","apical junction assembly"
"GO:0120031","GO:0120031",10,"GO:0120036",0.814,2.71077628845239,0,"plasma membrane bounded cell projection assembly","plasma membrane bounded cell projection organization"
"GO:0007447","GO:0007447",12,"GO:0003002",0.792,2.69327377434049,5,"imaginal disc pattern formation","regionalization"
"GO:0070727","GO:0070727",16,"GO:0033365",0.839,2.69327377434049,1,"cellular macromolecule localization","protein localization to organelle"
"GO:0045451","GO:0045451",12,"GO:0003002",0.733,2.68533668143751,47,"pole plasm oskar mRNA localization","regionalization"
"GO:0043933","GO:0043933",2,"GO:0071840",0.545,2.68472347260121,0,"protein-containing complex organization","cellular component organization or biogenesis"
"GO:0034728","GO:0034728",2,"GO:0071840",0.425,2.6829544098034,11,"nucleosome organization","cellular component organization or biogenesis"
"GO:0035239","GO:0035239",11,"GO:0035220",0.816,2.6829544098034,5,"tube morphogenesis","wing disc development"
"GO:0006793","GO:0006793",23,"GO:0006793",0.968,2.68278970551905,0,"phosphorus metabolic process","phosphorus metabolic process"
"GO:0007399","GO:0007399",17,"GO:0048731",0.826,2.68278970551905,93,"nervous system development","system development"
"GO:0006886","GO:0006886",16,"GO:0033365",0.779,2.67534962641486,117,"intracellular protein transport","protein localization to organelle"
"GO:0006796","GO:0006796",23,"GO:0006793",0.967,2.65883727995245,1,"phosphate-containing compound metabolic process","phosphorus metabolic process"
"GO:0035295","GO:0035295",11,"GO:0035220",0.865,2.63548835889242,1,"tube development","wing disc development"
"GO:0030150","GO:0030150",16,"GO:0033365",0.799,2.63176836516323,34,"protein import into mitochondrial matrix","protein localization to organelle"
"GO:0022008","GO:0022008",17,"GO:0048731",0.778,2.62824184438465,17,"neurogenesis","system development"
"GO:0044260","GO:0044260",1,"GO:0002181",0.609,2.6275491084789,0,"cellular macromolecule metabolic process","cytoplasmic translation"
"GO:0030031","GO:0030031",10,"GO:0120036",0.814,2.62163126916471,18,"cell projection assembly","plasma membrane bounded cell projection organization"
"GO:0006470","GO:0006470",23,"GO:0006793",0.746,2.60685271277156,121,"protein dephosphorylation","phosphorus metabolic process"
"GO:0046716","GO:0046716",24,"GO:0046716",0.999,2.58213034769439,42,"muscle cell cellular homeostasis","muscle cell cellular homeostasis"
"GO:0048859","GO:0048859",25,"GO:0048859",0.999,2.58213034769439,0,"formation of anatomical boundary","formation of anatomical boundary"
"GO:0007424","GO:0007424",17,"GO:0048731",0.61,2.58213034769439,101,"open tracheal system development","system development"
"GO:0048856","GO:0048856",7,"GO:0030154",0.582,2.57448642518101,25,"anatomical structure development","cell differentiation"
"GO:0048515","GO:0048515",6,"GO:0003006",0.687,2.54789057053619,15,"spermatid differentiation","developmental process involved in reproduction"
"GO:1903311","GO:1903311",13,"GO:0000375",0.464,2.54686630590297,0,"regulation of mRNA metabolic process","RNA splicing, via transesterification reactions"
"GO:0000902","GO:0000902",7,"GO:0030154",0.369,2.54686630590297,55,"cell morphogenesis","cell differentiation"
"GO:0035329","GO:0035329",26,"GO:0035329",0.997,2.54453850503343,24,"hippo signaling","hippo signaling"
"GO:0032989","GO:0032989",7,"GO:0030154",0.688,2.53817381062791,0,"cellular component morphogenesis","cell differentiation"
"GO:0060562","GO:0060562",11,"GO:0035220",0.803,2.52981145251817,2,"epithelial tube morphogenesis","wing disc development"
"GO:0006935","GO:0006935",20,"GO:0070983",0.745,2.52981145251817,1,"chemotaxis","dendrite guidance"
"GO:0007432","GO:0007432",25,"GO:0048859",0.916,2.52981145251817,11,"salivary gland boundary specification","formation of anatomical boundary"
"GO:0060541","GO:0060541",17,"GO:0048731",0.615,2.51900122265133,0,"respiratory system development","system development"
"GO:0000278","GO:0000278",19,"GO:1901990",0.803,2.51718747152536,170,"mitotic cell cycle","regulation of mitotic cell cycle phase transition"
"GO:0035151","GO:0035151",24,"GO:0046716",0.448,2.51718747152536,22,"regulation of tube size, open tracheal system","muscle cell cellular homeostasis"
"GO:0048699","GO:0048699",17,"GO:0048731",0.765,2.51068758661334,5,"generation of neurons","system development"
"GO:0034645","GO:0034645",1,"GO:0002181",0.749,2.4924976726806,0,"cellular macromolecule biosynthetic process","cytoplasmic translation"
"GO:1990542","GO:1990542",16,"GO:0033365",0.369,2.48841709541892,10,"mitochondrial transmembrane transport","protein localization to organelle"
"GO:0050793","GO:0050793",21,"GO:0022603",0.817,2.45749845188511,2,"regulation of developmental process","regulation of anatomical structure morphogenesis"
"GO:0006397","GO:0006397",13,"GO:0000375",0.82,2.45026922126674,22,"mRNA processing","RNA splicing, via transesterification reactions"
"GO:0051128","GO:0051128",10,"GO:0120036",0.454,2.42770374463505,0,"regulation of cellular component organization","plasma membrane bounded cell projection organization"
"GO:0007411","GO:0007411",20,"GO:0070983",0.751,2.42364374497835,212,"axon guidance","dendrite guidance"
"GO:0019094","GO:0019094",12,"GO:0003002",0.742,2.38926305637538,7,"pole plasm mRNA localization","regionalization"
"GO:0009886","GO:0009886",18,"GO:0035120",0.937,2.38926305637538,0,"post-embryonic animal morphogenesis","post-embryonic appendage morphogenesis"
"GO:0097722","GO:0097722",8,"GO:0060285",0.657,2.38926305637538,0,"sperm motility","cilium-dependent cell motility"
"GO:0030317","GO:0030317",8,"GO:0060285",0.978,2.38926305637538,29,"flagellated sperm motility","cilium-dependent cell motility"
"GO:0044772","GO:0044772",19,"GO:1901990",0.968,2.38926305637538,7,"mitotic cell cycle phase transition","regulation of mitotic cell cycle phase transition"
"GO:0008104","GO:0008104",16,"GO:0033365",0.859,2.30771811233556,84,"protein localization","protein localization to organelle"
"GO:0000904","GO:0000904",7,"GO:0030154",0.672,2.30771811233556,0,"cell morphogenesis involved in differentiation","cell differentiation"
"GO:0000082","GO:0000082",19,"GO:1901990",0.858,2.29626437130849,14,"G1/S transition of mitotic cell cycle","regulation of mitotic cell cycle phase transition"
"GO:0048870","GO:0048870",8,"GO:0060285",0.799,2.2960861765532,4,"cell motility","cilium-dependent cell motility"
"GO:0044843","GO:0044843",19,"GO:1901990",0.812,2.2960861765532,0,"cell cycle G1/S phase transition","regulation of mitotic cell cycle phase transition"
"GO:0009144","GO:0009144",23,"GO:0006793",0.692,2.27828523497579,0,"purine nucleoside triphosphate metabolic process","phosphorus metabolic process"
"GO:0006334","GO:0006334",2,"GO:0071840",0.412,2.26564267614594,133,"nucleosome assembly","cellular component organization or biogenesis"
"GO:0007409","GO:0007409",10,"GO:0120036",0.868,2.26564267614594,66,"axonogenesis","plasma membrane bounded cell projection organization"
"GO:0035282","GO:0035282",12,"GO:0003002",0.881,2.25307509522268,11,"segmentation","regionalization"
"GO:0009141","GO:0009141",23,"GO:0006793",0.707,2.25307509522268,0,"nucleoside triphosphate metabolic process","phosphorus metabolic process"
"GO:0048812","GO:0048812",7,"GO:0030154",0.665,2.23788865851125,17,"neuron projection morphogenesis","cell differentiation"
"GO:0007316","GO:0007316",12,"GO:0003002",0.746,2.23324602807105,4,"pole plasm RNA localization","regionalization"
"GO:0048645","GO:0048645",25,"GO:0048859",0.609,2.21601335483055,0,"animal organ formation","formation of anatomical boundary"
"GO:0007552","GO:0007552",18,"GO:0035120",0.357,2.20017809079424,37,"metamorphosis","post-embryonic appendage morphogenesis"
"GO:0046034","GO:0046034",23,"GO:0006793",0.687,2.19956232884051,9,"ATP metabolic process","phosphorus metabolic process"
"GO:0006457","GO:0006457",27,"GO:0006457",0.996,2.1828782638534,90,"protein folding","protein folding"
"GO:0009791","GO:0009791",18,"GO:0035120",0.886,2.1828782638534,5,"post-embryonic development","post-embryonic appendage morphogenesis"
"GO:0006606","GO:0006606",16,"GO:0033365",0.862,2.1828782638534,58,"protein import into nucleus","protein localization to organelle"
"GO:0048858","GO:0048858",7,"GO:0030154",0.664,2.16466513337187,0,"cell projection morphogenesis","cell differentiation"
"GO:0031344","GO:0031344",10,"GO:0120036",0.772,2.16466513337187,1,"regulation of cell projection organization","plasma membrane bounded cell projection organization"
"GO:0120039","GO:0120039",7,"GO:0030154",0.664,2.14769785355278,0,"plasma membrane bounded cell projection morphogenesis","cell differentiation"
"GO:0048667","GO:0048667",7,"GO:0030154",0.664,2.12213652112627,1,"cell morphogenesis involved in neuron differentiation","cell differentiation"
"GO:0006418","GO:0006418",1,"GO:0002181",0.598,2.10957956280612,0,"tRNA aminoacylation for protein translation","cytoplasmic translation"
"GO:0045595","GO:0045595",21,"GO:0022603",0.733,2.10786900235428,9,"regulation of cell differentiation","regulation of anatomical structure morphogenesis"
"GO:0030182","GO:0030182",17,"GO:0048731",0.749,2.10786900235428,46,"neuron differentiation","system development"
"GO:0016055","GO:0016055",26,"GO:0035329",0.422,2.09910367091349,11,"Wnt signaling pathway","hippo signaling"
"GO:0061564","GO:0061564",10,"GO:0120036",0.876,2.09910367091349,3,"axon development","plasma membrane bounded cell projection organization"
"GO:0007049","GO:0007049",19,"GO:1901990",0.694,2.09881016033737,0,"cell cycle","regulation of mitotic cell cycle phase transition"
"GO:0048707","GO:0048707",18,"GO:0035120",0.934,2.0931695924979,0,"instar larval or pupal morphogenesis","post-embryonic appendage morphogenesis"
"GO:0034504","GO:0034504",16,"GO:0033365",0.881,2.09053259695257,4,"protein localization to nucleus","protein localization to organelle"
"GO:0045570","GO:0045570",11,"GO:0035220",0.653,2.08795171055689,11,"regulation of imaginal disc growth","wing disc development"
"GO:0009205","GO:0009205",23,"GO:0006793",0.691,2.0872805259464,0,"purine ribonucleoside triphosphate metabolic process","phosphorus metabolic process"
"GO:0048477","GO:0048477",6,"GO:0003006",0.895,2.08582936669915,261,"oogenesis","developmental process involved in reproduction"
"GO:0035330","GO:0035330",26,"GO:0035329",0.981,2.08582936669915,4,"regulation of hippo signaling","hippo signaling"
"GO:0009199","GO:0009199",23,"GO:0006793",0.701,2.06673632850033,0,"ribonucleoside triphosphate metabolic process","phosphorus metabolic process"
"GO:0051170","GO:0051170",16,"GO:0033365",0.513,2.06264820903919,1,"import into nucleus","protein localization to organelle"
"GO:0045317","GO:0045317",25,"GO:0048859",0.849,2.04661982394374,6,"equator specification","formation of anatomical boundary"
"GO:0007367","GO:0007367",12,"GO:0003002",0.695,2.01646442091956,42,"segment polarity determination","regionalization"
"GO:0032990","GO:0032990",7,"GO:0030154",0.665,2.00183193205887,0,"cell part morphogenesis","cell differentiation"
"GO:0043065","GO:0043065",28,"GO:0043065",0.999,2.00183193205887,42,"positive regulation of apoptotic process","positive regulation of apoptotic process"
"GO:0051168","GO:0051168",16,"GO:0033365",0.534,1.98436549931149,7,"nuclear export","protein localization to organelle"
"GO:0000003","GO:0000003",6,"GO:0003006",0.856,1.98063956049226,4,"reproduction","developmental process involved in reproduction"
"GO:0045185","GO:0045185",16,"GO:0033365",0.619,1.9747042682831,4,"maintenance of protein location","protein localization to organelle"
"GO:0034514","GO:0034514",20,"GO:0070983",0.362,1.95948989868717,6,"mitochondrial unfolded protein response","dendrite guidance"
"GO:0045041","GO:0045041",16,"GO:0033365",0.7,1.94258609641767,6,"protein import into mitochondrial intermembrane space","protein localization to organelle"
"GO:0006997","GO:0006997",22,"GO:0006999",0.855,1.94258609641767,9,"nucleus organization","nuclear pore organization"
"GO:0016071","GO:0016071",13,"GO:0000375",0.531,1.93854040563027,0,"mRNA metabolic process","RNA splicing, via transesterification reactions"
"GO:0048665","GO:0048665",17,"GO:0048731",0.441,1.92292896414486,8,"neuron fate specification","system development"
"GO:0016318","GO:0016318",15,"GO:0048569",0.439,1.92292896414486,30,"ommatidial rotation","post-embryonic animal organ development"
"GO:0032504","GO:0032504",6,"GO:0003006",0.816,1.92085251945172,52,"multicellular organism reproduction","developmental process involved in reproduction"
"GO:0033043","GO:0033043",10,"GO:0120036",0.408,1.89572159331686,0,"regulation of organelle organization","plasma membrane bounded cell projection organization"
"GO:0048646","GO:0048646",25,"GO:0048859",0.752,1.89565245054629,0,"anatomical structure formation involved in morphogenesis","formation of anatomical boundary"
"GO:0009952","GO:0009952",12,"GO:0003002",0.863,1.89527235755575,30,"anterior/posterior pattern specification","regionalization"
"GO:0033044","GO:0033044",10,"GO:0120036",0.345,1.89016672338638,1,"regulation of chromosome organization","plasma membrane bounded cell projection organization"
"GO:1901987","GO:1901987",19,"GO:1901990",0.964,1.89016672338638,2,"regulation of cell cycle phase transition","regulation of mitotic cell cycle phase transition"
"GO:0035150","GO:0035150",24,"GO:0046716",0.451,1.86812255568639,0,"regulation of tube size","muscle cell cellular homeostasis"
"GO:0198738","GO:0198738",26,"GO:0035329",0.392,1.8675150298821,2,"cell-cell signaling by wnt","hippo signaling"
"GO:0006119","GO:0006119",9,"GO:0009060",0.963,1.8647335307053,3,"oxidative phosphorylation","aerobic respiration"
