"","go","cluster","parent","parentSimScore","score","size","term","parentTerm"
"GO:0009792","GO:0009792",11,"GO:0001700",0.988,4.20004592460063,18,"embryo development ending in birth or egg hatching","embryonic development via the syncytial blastoderm"
"GO:0048468","GO:0048468",8,"GO:0030154",0.848,4.15378216336439,5,"cell development","cell differentiation"
"GO:0000278","GO:0000278",6,"GO:0007049",0.865,4.09773074076643,170,"mitotic cell cycle","cell cycle"
"GO:0030261","GO:0030261",1,"GO:0071840",0.382,4.09030331768667,38,"chromosome condensation","cellular component organization or biogenesis"
"GO:0000819","GO:0000819",10,"GO:0098813",0.955,4.0741646796634,5,"sister chromatid segregation","nuclear chromosome segregation"
"GO:0000280","GO:0000280",1,"GO:0071840",0.512,4.07289714496902,4,"nuclear division","cellular component organization or biogenesis"
"GO:0030182","GO:0030182",4,"GO:0022008",0.926,4.07289714496902,46,"neuron differentiation","neurogenesis"
"GO:0000070","GO:0000070",10,"GO:0098813",0.937,4.07289714496902,35,"mitotic sister chromatid segregation","nuclear chromosome segregation"
"GO:0048729","GO:0048729",2,"GO:0048856",0.48,4.04503190530693,0,"tissue morphogenesis","anatomical structure development"
"GO:0035151","GO:0035151",12,"GO:0035151",0.999,4.00189778927924,22,"regulation of tube size, open tracheal system","regulation of tube size, open tracheal system"
"GO:0048522","GO:0048522",7,"GO:0065007",0.437,3.99622794248436,0,"positive regulation of cellular process","biological regulation"
"GO:0048518","GO:0048518",7,"GO:0065007",0.457,3.87714878742589,0,"positive regulation of biological process","biological regulation"
"GO:0034329","GO:0034329",9,"GO:0007043",0.873,3.87570726100323,0,"cell junction assembly","cell-cell junction assembly"
"GO:0002009","GO:0002009",2,"GO:0048856",0.477,3.87570726100323,16,"morphogenesis of an epithelium","anatomical structure development"
"GO:0048513","GO:0048513",2,"GO:0048856",0.583,3.82379792199617,6,"animal organ development","anatomical structure development"
"GO:0009653","GO:0009653",13,"GO:0009653",0.913,3.72017856248034,24,"anatomical structure morphogenesis","anatomical structure morphogenesis"
"GO:0001654","GO:0001654",14,"GO:0001654",0.984,3.71618548927456,23,"eye development","eye development"
"GO:0048880","GO:0048880",14,"GO:0001654",0.984,3.65618043959168,0,"sensory system development","eye development"
"GO:0150063","GO:0150063",14,"GO:0001654",0.984,3.18930280527329,0,"visual system development","eye development"
"GO:1903047","GO:1903047",6,"GO:0007049",0.82,3.11058471804912,0,"mitotic cell cycle process","cell cycle"
"GO:0006325","GO:0006325",15,"GO:0006325",0.987,3.10925313633703,110,"chromatin organization","chromatin organization"
"GO:0035150","GO:0035150",12,"GO:0035151",0.993,3.0984210065893,0,"regulation of tube size","regulation of tube size, open tracheal system"
"GO:0140014","GO:0140014",1,"GO:0071840",0.455,3.0984210065893,0,"mitotic nuclear division","cellular component organization or biogenesis"
"GO:0050896","GO:0050896",16,"GO:0050896",0.837,3.0984210065893,0,"response to stimulus","response to stimulus"
"GO:0048523","GO:0048523",7,"GO:0065007",0.42,3.08649765231262,0,"negative regulation of cellular process","biological regulation"
"GO:0048285","GO:0048285",1,"GO:0071840",0.517,3.07119578518592,0,"organelle fission","cellular component organization or biogenesis"
"GO:0000902","GO:0000902",13,"GO:0009653",0.711,3.05136061873473,55,"cell morphogenesis","anatomical structure morphogenesis"
"GO:0048519","GO:0048519",7,"GO:0065007",0.454,2.90594797628412,0,"negative regulation of biological process","biological regulation"
"GO:0007423","GO:0007423",2,"GO:0048856",0.455,2.89927328191689,58,"sensory organ development","anatomical structure development"
"GO:0042067","GO:0042067",14,"GO:0001654",0.767,2.89927328191689,26,"establishment of ommatidial planar polarity","eye development"
"GO:0006020","GO:0006020",17,"GO:0006020",1,2.85032921631467,8,"inositol metabolic process","inositol metabolic process"
"GO:0000904","GO:0000904",13,"GO:0009653",0.69,2.85032921631467,0,"cell morphogenesis involved in differentiation","anatomical structure morphogenesis"
"GO:0051302","GO:0051302",18,"GO:0051302",0.999,2.85032921631467,3,"regulation of cell division","regulation of cell division"
"GO:0048749","GO:0048749",14,"GO:0001654",0.975,2.85032921631467,127,"compound eye development","eye development"
"GO:0048569","GO:0048569",2,"GO:0048856",0.442,2.82603716749347,0,"post-embryonic animal organ development","anatomical structure development"
"GO:0009790","GO:0009790",11,"GO:0001700",0.828,2.74829370241473,8,"embryo development","embryonic development via the syncytial blastoderm"
"GO:0016331","GO:0016331",11,"GO:0001700",0.686,2.7454333159997,10,"morphogenesis of embryonic epithelium","embryonic development via the syncytial blastoderm"
"GO:0048667","GO:0048667",13,"GO:0009653",0.682,2.67434058782135,1,"cell morphogenesis involved in neuron differentiation","anatomical structure morphogenesis"
"GO:0048666","GO:0048666",4,"GO:0022008",0.889,2.67434058782135,16,"neuron development","neurogenesis"
"GO:0022607","GO:0022607",1,"GO:0071840",0.637,2.67434058782135,0,"cellular component assembly","cellular component organization or biogenesis"
"GO:0051321","GO:0051321",6,"GO:0007049",0.804,2.62241202489442,31,"meiotic cell cycle","cell cycle"
"GO:0007166","GO:0007166",19,"GO:0007166",0.967,2.61028248162769,31,"cell surface receptor signaling pathway","cell surface receptor signaling pathway"
"GO:0048592","GO:0048592",2,"GO:0048856",0.42,2.59326645907083,4,"eye morphogenesis","anatomical structure development"
"GO:0090596","GO:0090596",2,"GO:0048856",0.42,2.52344836997663,0,"sensory organ morphogenesis","anatomical structure development"
"GO:0035295","GO:0035295",2,"GO:0048856",0.494,2.51618911264805,1,"tube development","anatomical structure development"
"GO:0048812","GO:0048812",13,"GO:0009653",0.684,2.48870406176223,17,"neuron projection morphogenesis","anatomical structure morphogenesis"
"GO:0007155","GO:0007155",20,"GO:0007155",0.992,2.46739118910306,49,"cell adhesion","cell adhesion"
"GO:2001252","GO:2001252",1,"GO:0071840",0.345,2.46089091712829,0,"positive regulation of chromosome organization","cellular component organization or biogenesis"
"GO:0048598","GO:0048598",11,"GO:0001700",0.754,2.45033316207398,9,"embryonic morphogenesis","embryonic development via the syncytial blastoderm"
"GO:0006338","GO:0006338",15,"GO:0006325",0.948,2.42435473681028,94,"chromatin remodeling","chromatin organization"
"GO:0031175","GO:0031175",4,"GO:0022008",0.851,2.41454207995052,14,"neuron projection development","neurogenesis"
"GO:0007391","GO:0007391",11,"GO:0001700",0.934,2.41454207995052,119,"dorsal closure","embryonic development via the syncytial blastoderm"
"GO:0000470","GO:0000470",21,"GO:0000470",0.999,2.3993014958326,14,"maturation of LSU-rRNA","maturation of LSU-rRNA"
"GO:0040029","GO:0040029",15,"GO:0006325",0.877,2.31951075740814,3,"epigenetic regulation of gene expression","chromatin organization"
"GO:0120039","GO:0120039",13,"GO:0009653",0.684,2.31951075740814,0,"plasma membrane bounded cell projection morphogenesis","anatomical structure morphogenesis"
"GO:0048858","GO:0048858",13,"GO:0009653",0.684,2.31951075740814,0,"cell projection morphogenesis","anatomical structure morphogenesis"
"GO:0033044","GO:0033044",1,"GO:0071840",0.405,2.27460593623637,1,"regulation of chromosome organization","cellular component organization or biogenesis"
"GO:0045595","GO:0045595",8,"GO:0030154",0.595,2.25642639800593,9,"regulation of cell differentiation","cell differentiation"
"GO:0007424","GO:0007424",14,"GO:0001654",0.488,2.23734711887398,101,"open tracheal system development","eye development"
"GO:0009887","GO:0009887",2,"GO:0048856",0.502,2.23498317901522,18,"animal organ morphogenesis","anatomical structure development"
"GO:0060541","GO:0060541",14,"GO:0001654",0.491,2.19333059105016,0,"respiratory system development","eye development"
"GO:0032990","GO:0032990",13,"GO:0009653",0.685,2.17664394891998,0,"cell part morphogenesis","anatomical structure morphogenesis"
"GO:0001174","GO:0001174",22,"GO:0001174",1,2.16370251137715,1,"transcriptional start site selection at RNA polymerase II promoter","transcriptional start site selection at RNA polymerase II promoter"
"GO:0001173","GO:0001173",22,"GO:0001174",1,2.16370251137715,0,"DNA-templated transcriptional start site selection","transcriptional start site selection at RNA polymerase II promoter"
"GO:0009605","GO:0009605",16,"GO:0050896",0.612,2.14213520305643,0,"response to external stimulus","response to stimulus"
"GO:0030953","GO:0030953",6,"GO:0007049",0.497,2.11588573301903,2,"astral microtubule organization","cell cycle"
"GO:0032989","GO:0032989",13,"GO:0009653",0.709,2.11347966896226,0,"cellular component morphogenesis","anatomical structure morphogenesis"
"GO:0035152","GO:0035152",14,"GO:0001654",0.424,2.09128599291523,8,"regulation of tube architecture, open tracheal system","eye development"
"GO:0070828","GO:0070828",15,"GO:0006325",0.855,2.06440592792738,10,"heterochromatin organization","chromatin organization"
"GO:0045814","GO:0045814",15,"GO:0006325",0.853,2.06440592792738,5,"negative regulation of gene expression, epigenetic","chromatin organization"
"GO:0007165","GO:0007165",19,"GO:0007166",0.793,2.06440592792738,152,"signal transduction","cell surface receptor signaling pathway"
"GO:0001745","GO:0001745",2,"GO:0048856",0.416,2.06440592792738,119,"compound eye morphogenesis","anatomical structure development"
"GO:0009791","GO:0009791",3,"GO:0032501",0.396,2.04882426356588,5,"post-embryonic development","multicellular organismal process"
"GO:0030029","GO:0030029",23,"GO:0030029",0.986,2.02196445084116,5,"actin filament-based process","actin filament-based process"
"GO:1905114","GO:1905114",19,"GO:0007166",0.754,2.01375895489159,0,"cell surface receptor signaling pathway involved in cell-cell signaling","cell surface receptor signaling pathway"
"GO:0051726","GO:0051726",6,"GO:0007049",0.804,2.01375895489159,49,"regulation of cell cycle","cell cycle"
"GO:0051239","GO:0051239",24,"GO:0051239",0.983,2.01375895489159,0,"regulation of multicellular organismal process","regulation of multicellular organismal process"
"GO:0120261","GO:0120261",15,"GO:0006325",0.724,2.01375895489159,0,"regulation of heterochromatin organization","chromatin organization"
"GO:0031445","GO:0031445",15,"GO:0006325",0.724,2.01375895489159,2,"regulation of heterochromatin formation","chromatin organization"
"GO:0031507","GO:0031507",15,"GO:0006325",0.85,2.00422082645854,91,"heterochromatin formation","chromatin organization"
"GO:0007472","GO:0007472",2,"GO:0048856",0.401,2.00422082645854,29,"wing disc morphogenesis","anatomical structure development"
"GO:0010604","GO:0010604",7,"GO:0065007",0.364,2.00206621313389,0,"positive regulation of macromolecule metabolic process","biological regulation"
"GO:0060560","GO:0060560",13,"GO:0009653",0.525,1.99986684564995,0,"developmental growth involved in morphogenesis","anatomical structure morphogenesis"
"GO:0035239","GO:0035239",2,"GO:0048856",0.452,1.99915548484629,5,"tube morphogenesis","anatomical structure development"
"GO:0007010","GO:0007010",1,"GO:0071840",0.592,1.981242914347,20,"cytoskeleton organization","cellular component organization or biogenesis"
"GO:0098609","GO:0098609",20,"GO:0007155",0.942,1.981242914347,54,"cell-cell adhesion","cell adhesion"
"GO:1902275","GO:1902275",15,"GO:0006325",0.738,1.95237334645663,7,"regulation of chromatin organization","chromatin organization"
"GO:0016055","GO:0016055",19,"GO:0007166",0.752,1.93361423567768,11,"Wnt signaling pathway","cell surface receptor signaling pathway"
"GO:0006996","GO:0006996",1,"GO:0071840",0.72,1.8707828858537,1,"organelle organization","cellular component organization or biogenesis"
"GO:0007154","GO:0007154",25,"GO:0007154",0.907,1.84751186287757,3,"cell communication","cell communication"
"GO:0060857","GO:0060857",4,"GO:0022008",0.542,1.83490789698114,16,"establishment of glial blood-brain barrier","neurogenesis"
"GO:0023052","GO:0023052",19,"GO:0007166",0.751,1.80226401749853,1,"signaling","cell surface receptor signaling pathway"
"GO:0140013","GO:0140013",6,"GO:0007049",0.762,1.80226401749853,0,"meiotic nuclear division","cell cycle"
"GO:0090254","GO:0090254",13,"GO:0009653",0.411,1.80226401749853,11,"cell elongation involved in imaginal disc-derived wing morphogenesis","anatomical structure morphogenesis"
"GO:0007409","GO:0007409",4,"GO:0022008",0.802,1.80226401749853,66,"axonogenesis","neurogenesis"
"GO:0035107","GO:0035107",13,"GO:0009653",0.645,1.77193324753211,1,"appendage morphogenesis","anatomical structure morphogenesis"
"GO:1903046","GO:1903046",6,"GO:0007049",0.795,1.77193324753211,0,"meiotic cell cycle process","cell cycle"
"GO:0034330","GO:0034330",9,"GO:0007043",0.8,1.77193324753211,0,"cell junction organization","cell-cell junction assembly"
"GO:0035220","GO:0035220",2,"GO:0048856",0.424,1.77193324753211,71,"wing disc development","anatomical structure development"
"GO:0060856","GO:0060856",4,"GO:0022008",0.494,1.77193324753211,2,"establishment of blood-brain barrier","neurogenesis"
"GO:0090090","GO:0090090",19,"GO:0007166",0.663,1.74286010637716,70,"negative regulation of canonical Wnt signaling pathway","cell surface receptor signaling pathway"
"GO:0061564","GO:0061564",4,"GO:0022008",0.81,1.72744094638709,3,"axon development","neurogenesis"
"GO:0198738","GO:0198738",19,"GO:0007166",0.502,1.71897987794492,2,"cell-cell signaling by wnt","cell surface receptor signaling pathway"
