Gene name,MN.C0,MN.C1,MN.C2,MN.C3,MN.C4,MN.C5,MN.C6,MN.C7,MN.C8,MN.C9,MN.C10,MN.C11,MN.C12,MN.C13,MN.C14,MN.C15,MN.C16,MN.C17,MN.C18,MN.C19,MN.C20,MN.C21,MN.C22,MN.C23,MN.C24,MN.C25,MN.C26,MN.C27
Arp5,1.525222957,1.528306733,1.396135391,1.596338544,1.668100537,1.458594012,1.258925412,1.268961003,1.381499962,1.206792641,1.277564921,1.350314038,1.22712524,1.31536905,1.31536905,1.995262315,1.333521432,1.282649831,1.637893707,1.389495494,1.291549665,1.291549665,1.42510267,1.211527659,1.467799268,1.274274986,1.291549665,1
CG12321,3.981071706,2.069138081,2.381286195,1.715437896,4.475006297,1.458594012,1.995262315,2.492021151,1.559489504,2.811768698,1.714125253,2.118785326,1.430722989,2.039500469,1.930697729,2.66072506,2.818382931,1.452653926,3.433320018,3.16227766,2.15443469,3.300034791,1.557068405,1.615598098,1.77827941,1.623776739,1.136463666,3.16227766
MED17,1.77827941,1.673725414,1.649648074,1.382372227,2.234633727,1.514704337,1.467799268,1.675474919,1.559489504,1.676832937,1.890582984,2.015337686,1.430722989,1.930697729,2.039500469,1.678804018,1.333521432,1.064209244,2.275845926,1.77827941,1.816599788,1.406527242,1.42510267,1.957341781,2.872984833,1.128837892,1.136463666,1
Ssdp,121.1527659,65.4318913,96.71798643,86.59643234,668.9548787,89.29346422,39.81071706,96.10779662,21.5443469,32.37457543,32.40696036,67.00187504,204.6968272,22.75845926,15.5051578,223.8721139,39.81071706,1.205260937,78.13707377,71.9685673,42.62158829,35.93813664,41.24626383,28.72984833,908.5175757,29.76351442,12.91549665,25.11886432
CG7985,1.188502227,1.438449888,1.069019205,1.154781985,1.291549665,1,1.122018454,1.04049831,1.175372265,1.048113134,1.102943312,1.162030136,1.107756851,1.55051578,1.245197085,1.059253725,1.258925412,1,1.508590709,1.389495494,1.406527242,4.641588834,1,1.333521432,1.957341781,1.128837892,1.136463666,1
CG44158,1,1,1.033933849,1,1,1,1,1,1,1,1.05021108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG14314,1.77827941,1.48269776,1.443511639,1.333521432,1.668100537,1.633483508,1.467799268,1.429461338,1.274274986,1.151395399,1.341712835,1.419625896,1.107756851,1.467799268,1.467799268,1.496235656,2.11348904,1.205260937,1.279802214,1.77827941,1.089022962,1.531740464,1.092600861,1.211527659,1.615598098,1.623776739,1.136463666,1
CG7183,1.143755863,1.77827941,1.263133564,1.43301257,1.441219597,1.633483508,1.467799268,1.268961003,1.32680475,1.048113134,1.341712835,1.284386264,1.052500285,1.245197085,1.115883993,1.496235656,1.496235656,1.064209244,1.508590709,1.389495494,1.406527242,1.406527242,1.193776642,1.100694171,1.333521432,1.623776739,1,1
CG7988,1.467799268,1.623776739,1.305996548,1.382372227,1.441219597,1.458594012,1.412537545,1.268961003,1.497747476,1.264855217,1.216483949,1.221677349,1.359356391,1.730195739,1.730195739,1.188502227,1.412537545,1.064209244,1.085711119,1.389495494,1.668100537,1.185971012,1.193776642,1.333521432,2.371373706,1.274274986,1,1
mTerf5,1.211527659,1.163561851,1.221677349,1.240937761,1.494869134,1.254182266,1.122018454,1.268961003,1.084145869,1.325711366,1,1.492495545,1.165914401,1.115883993,1.31536905,1.412537545,1.188502227,1.064209244,1.637893707,1.085711119,1.531740464,1.089022962,1.193776642,1.211527659,1.333521432,1.274274986,1.136463666,1.584893192
Non3,2.073321573,2.26601697,3.10995155,1.715437896,2.993577295,3.103153642,2.326305067,3.423597958,2.85851418,1.59985872,2.189906295,2.015337686,1.847849797,2.404099184,2.15443469,1.678804018,3.349654392,2.389892566,2.096179992,3.433320018,1.816599788,1.668100537,2.218982341,3.16227766,2.872984833,2.069138081,1.668100537,1.584893192
CG7168,1.258925412,1.438449888,1.396135391,1.333521432,2.493592005,1.352531975,1.359356391,1.082636734,1.497747476,1.456348478,1.216483949,1.051330177,1.107756851,1.389495494,1.31536905,1.412537545,1.412537545,1.064209244,1.930697729,1.279802214,1.089022962,1.668100537,1.304321387,1.211527659,1.467799268,1.128837892,1.136463666,1.584893192
Mdh2,146.7799268,5292.784486,3324.597932,6493.816316,77426.36827,1162984.082,3043.219887,78804.62816,162.3776739,20.23589648,1985.511196,2227542.952,30.8239924,760.2429141,20395.00469,281838.2931,4731.51259,27.0665207,227.5845926,517.9474679,65.28521141,278.2559402,4506.570338,10000,177827.941,48.32930239,16.68100537,100
repo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG7156,1.333521432,1.128837892,1.263133564,1.43301257,1.930697729,1.207722655,1.211527659,1.487352107,1.223824937,1.206792641,1.158323286,1.492495545,1.165914401,1.31536905,1.467799268,1.412537545,1.258925412,1.064209244,3.16227766,1.085711119,1.406527242,1.291549665,1.304321387,1.615598098,1.467799268,1.128837892,1.467799268,1
14-3-3epsilon,8.57696E+38,7.8476E+27,1.03393E+31,7.49894E+28,3.10501E+46,3.47523E+28,3.68695E+30,8.53168E+34,1.22382E+28,7.90604E+21,1.34171E+27,1.4925E+30,5.14175E+19,5.77969E+26,1.31537E+26,1.77828E+34,1.1885E+32,18632.46312,5.17947E+31,1E+38,3.91375E+19,4.26216E+18,1.19378E+22,1.6156E+29,2.87298E+36,2.97635E+15,6.81292E+11,7.94328E+22
CG12320,1.412537545,1.236247035,1.350314038,1.19708503,1.339627725,1.207722655,1.165914401,1.373823796,1.128837892,1.098541142,1.341712835,1.105295141,1.165914401,1.115883993,1.55051578,1.333521432,1.188502227,1.132541315,1.508590709,1.389495494,1.089022962,1.185971012,1.092600861,1.100694171,1.333521432,1.274274986,1,1
CG18598,1.039122304,1.062467831,1.105295141,1.036632928,1,1,1.039122304,1,1.041223256,1,1,1.051330177,1.052500285,1.056354104,1.056354104,1.059253725,1.059253725,1,1,1,1,1.089022962,1,1,1,1,1,1
Ada2a,1,1,1.105295141,1.036632928,1,1,1,1.04049831,1,1,1.05021108,1,1,1,1.056354104,1.059253725,1,1,1,1,1,1.089022962,1,1,1,1.128837892,1,1
Rpb4,1,1,1,1.036632928,1,1.038468775,1.039122304,1,1,1.048113134,1.05021108,1,1.052500285,1,1,1,1,1,1,1,1.089022962,1,1,1,1.100694171,1,1,1
CG18599,1,1.095150193,1,1,1,1,1,1.04049831,1,1,1,1.051330177,1,1,1,1,1,1,1.085711119,1,1,1,1,1,1,1,1,1.258925412
Vps39,1.165914401,1.35387618,1.105295141,1.19708503,1.441219597,1.119902793,1.079775162,1.082636734,1.128837892,1.098541142,1.216483949,1.105295141,1.052500285,1.056354104,1,1.188502227,1.059253725,1.064209244,1.178768635,1.508590709,1.185971012,1,1.193776642,1.211527659,1,1.128837892,1,1
eIF1A,6683439176,52927.84486,3007882.518,22067.34069,14948691337,36089.18289,141253.7545,8877197.089,88586.67904,126485.5217,612680.4781,57659.3265,2643.761186,1550515.78,111588.3993,5011872.336,891250.9381,7.79636013,2275845.926,1178768.635,2346.228848,599484.2503,9152.473109,68129.20691,100000,112883.7892,599.4842503,7943.282347
CG14312,48.23178482,11.63561851,35.54059037,16.548171,120.0508058,17.61577033,10,72.78953844,28.5851418,8.286427729,18.90582984,44.89251258,8.149127469,9.466522603,31.6227766,70.79457844,29.85382619,7.79636013,29.12632655,71.9685673,11.85971012,91.82542836,26.48969288,8.254041853,56.23413252,23.35721469,1.291549665,6.309573445
CG8064,1.165914401,1.274274986,1.649648074,1.240937761,1.389495494,1.302429122,1.211527659,1.21957046,1.084145869,1.151395399,1.216483949,1.419625896,1.052500285,1.115883993,1.389495494,1.333521432,1.333521432,1,1.178768635,1.279802214,1.291549665,1,1.304321387,1.467799268,1.467799268,1.274274986,1,1.258925412
CG7131,1.079775162,1.199353946,1.14280206,1.19708503,1.157422881,1.207722655,1.079775162,1.082636734,1.128837892,1.048113134,1.05021108,1,1.165914401,1.056354104,1.056354104,1.333521432,1.059253725,1,1.178768635,1,1,1.185971012,1,1.100694171,1.467799268,1.128837892,1,1
l(3)05822,3.548133892,3.067906399,2.721338768,1.910952975,4.475006297,1.899715318,1.646897865,1.813930694,2.069138081,2.023589648,2.299863854,2.462092401,2.643761186,3.340484984,2.539580038,3.548133892,3.16227766,1.064209244,4.047089951,2.096179992,3.300034791,2.55509709,1.557068405,3.480700588,1.615598098,2.636650899,1.668100537,1.584893192
Dlc90F,668.3439176,61.58482111,56.70523941,100,1441.219597,50.68950297,112.2018454,154.7587355,149.7747476,12.06792641,266.3985857,86.05628793,8.576958986,393.7658924,35.28735021,446.6835922,89.12509381,4.45295851,84.83428982,1389.495494,33.00034791,84.31909293,31.6227766,31.6227766,237.1373706,20.69138081,4.641588834,3.981071706
CG18600,1.646897865,1.673725414,2.015337686,1.77827941,2.234633727,1.761577033,2.15443469,1.963828002,1.832980711,1.456348478,1.341712835,2.341883126,1.291549665,1.730195739,1.730195739,2.238721139,2.985382619,1.132541315,2.275845926,2.470911228,1.291549665,1.291549665,1.70125428,1.615598098,1.615598098,2.069138081,1,1.584893192
PKD,9.809947127,2.717756395,2.721338768,2.128751662,6.449466771,1.404562223,3.83118685,2.301807313,3.498320936,2.559547923,2.797747463,1.916940777,1.359356391,3.16227766,2.15443469,2.11348904,2.511886432,1.132541315,1.637893707,1.77827941,2.346228848,5.054796821,1.42510267,2.610157216,1.467799268,2.976351442,1.291549665,1.584893192
CG31235,1,1.030760802,1.033933849,1.074607828,1.037225095,1,1,1,1,1.048113134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG15803,1.079775162,1.575318673,1.14280206,1.382372227,1,1.761577033,1.359356391,1.126481692,1.223824937,1.151395399,1.216483949,1.492495545,1.430722989,1.115883993,1,1.122018454,1.122018454,1,1.085711119,1.178768635,1.089022962,1.089022962,1.193776642,1,1,1.623776739,1.136463666,1
WRNexo,1,1.030760802,1,1.074607828,1.037225095,1,1.039122304,1,1.128837892,1,1,1,1,1,1.056354104,1,1,1,1,1,1,1,1,1,1.467799268,1,1,1
Nup43,1.143755863,1.128837892,1.105295141,1.154781985,1.494869134,1.119902793,1.122018454,1.21957046,1.084145869,1.048113134,1.277564921,1.162030136,1.052500285,1.245197085,1.056354104,1.333521432,1.122018454,1,1.389495494,1.279802214,1.185971012,1.291549665,1.304321387,1.333521432,1.333521432,1.128837892,1.136463666,1
CG7675,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.77827941,1,1,1
Vha100-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Vha100-2,1.019373486,1,1.305996548,1,1,1,1.165914401,1.082636734,1,1,1.102943312,1.162030136,1.052500285,1.056354104,1,1.122018454,1,1,4.770582696,1,1,1,1,1,1.211527659,1.438449888,1.467799268,3.981071706
Vti1b,11.22018454,5.796393953,6.061898993,4.371444813,7.742636827,3.891920267,6.072021957,10,6.676692939,12.64855217,6.757518355,3.674661941,2.928644565,3.16227766,5.471359333,4.216965034,8.413951416,2.70665207,12.79802214,37.2759372,2.782559402,21.5443469,4.923882632,9.085175757,6.812920691,7.847599704,4.084238653,15.84893192
CG12333,1.525222957,1.395522497,1.443511639,1.11397386,1.441219597,1.254182266,1.079775162,1.268961003,1.497747476,1.389495494,1.341712835,1.105295141,1.291549665,1.31536905,1.245197085,1.496235656,1.333521432,1,1.508590709,1.389495494,1.291549665,1.406527242,1.092600861,1.333521432,1.467799268,1,1.467799268,1.258925412
koko,2.326305067,2.26601697,1.885221217,1.596338544,3.105013495,1.458594012,2.610157216,2.301807313,1.832980711,1.676832937,2.085205857,1.569105606,1.165914401,1.827699369,1.930697729,2.238721139,2.66072506,1.064209244,2.275845926,4.770582696,1.531740464,4.641588834,1.304321387,1.77827941,1.957341781,5.455594781,1.136463666,1
CG7685,2.11348904,1.889364668,1.443511639,1.382372227,2.15443469,1.696321618,1.525222957,1.743328822,1.438449888,1.325711366,1.800193333,1.419625896,1.359356391,1.730195739,1.730195739,2.11348904,1.77827941,1.132541315,2.912632655,1.389495494,1.406527242,2.55509709,1.193776642,1,2.371373706,1.438449888,1.136463666,1.584893192
CG31122,1.920141939,1.528306733,2.462092401,1.539926526,2.404099184,1.572973157,1.211527659,1.610262028,1.832980711,1.325711366,1.479833198,1.105295141,1.944862439,1.930697729,1.389495494,1.496235656,1.333521432,1,1.77827941,1.279802214,1.185971012,1.668100537,1.193776642,1.615598098,5.108969775,2.069138081,2.15443469,1.584893192
CG10864,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fru,1.283315186,1.062467831,1.443511639,1.333521432,1.157422881,1.352531975,1.165914401,1.429461338,1.175372265,1,1.479833198,1.221677349,1,1.389495494,1.056354104,1.188502227,1.122018454,1,1.085711119,4.770582696,1,2.55509709,1.092600861,1.211527659,1.467799268,1,4.641588834,1
CG7694,4.381942422,2.887528742,3.554059037,3.05052789,3.866353752,2.770913387,4.641588834,5.73615251,3.94903723,4.29193426,2.299863854,3.674661941,1.847849797,3.937658924,2.404099184,2.66072506,2.238721139,1.982883949,4.770582696,16.37893707,4.262158829,3.913745602,1.557068405,3.83118685,2.610157216,3.359818286,1.895735652,3.981071706
fray,2.1961736,4.153565396,2.909163406,2.838735965,2.586416205,2.127496491,1.211527659,3.16227766,2.745342234,1.526417967,2.415342501,2.58847204,1.755676291,1.55051578,2.039500469,2.511886432,2.818382931,1.064209244,1.77827941,4.770582696,1.816599788,2.55509709,1.42510267,2.610157216,1.957341781,5.455594781,1.467799268,1.584893192
qin,1.258925412,1.062467831,1,1.036632928,1.037225095,1,1.079775162,1,1.274274986,1,1,1,1,1.056354104,1.178768635,1,1,1,1,1,1.089022962,1,1,1.100694171,1,1,1,1.258925412
CG14301,1,1,1,1.036632928,1,1,1,1,1.041223256,1.048113134,1,1.051330177,1.052500285,1.056354104,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG31224,6.072021957,4.832930239,3.324597932,3.278121151,4.993587893,2.209338675,2.610157216,3.423597958,5.455594781,3.393221772,2.938225384,2.341883126,5.411695265,2.275845926,2.539580038,2.985382619,3.548133892,1.205260937,3.433320018,1.930697729,2.55509709,1.668100537,2.894266125,1.615598098,3.480700588,1.623776739,1.668100537,2.511886432
CstF64,1.439903321,1.48269776,1.396135391,1.485508017,1.608233878,1.162984082,1.359356391,1.547587355,1.175372265,1.264855217,1.277564921,1.350314038,1.291549665,1.637893707,1.178768635,1.412537545,1.496235656,1,1.389495494,1.930697729,1.531740464,1.291549665,1.193776642,1.615598098,1.333521432,1.128837892,1.291549665,1.258925412
Cpsf73,1.615598098,1.575318673,1.705626983,1.485508017,2.077113926,1.078417397,1.258925412,1.610262028,1.559489504,1.264855217,1.341712835,1.350314038,1.359356391,1.55051578,1.245197085,1.883649089,1.412537545,1.064209244,1.279802214,1.930697729,1.089022962,1.291549665,1.557068405,2.15443469,2.371373706,1.623776739,1.136463666,1
Gos28,9.809947127,3.909356383,4.061585988,4.531583638,8.639884495,3.475230431,3.686945065,6.210169419,4.45782286,2.222996483,4.566405432,3.674661941,1.584893192,6.105402297,2.993577295,8.413951416,3.548133892,2.110203429,4.393970561,7.19685673,1.668100537,2.55509709,4.124626383,3.16227766,2.15443469,1.623776739,1.467799268,1.995262315
CG31231,1,1.062467831,1,1,1,1,1,1,1,1,1.05021108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG31229,2.712272579,3.463168991,3.799357365,3.398208329,9.641108805,7.973322752,3.414548874,6.995642157,2.85851418,2.023589648,5.036486331,3.863282989,1.847849797,3.937658924,1.930697729,9.440608763,5.956621435,1.982883949,1.930697729,6.105402297,1.531740464,2.15443469,4.124626383,6.812920691,6.812920691,2.069138081,1.467799268,3.981071706
CR45028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG7702,1.019373486,1,1.033933849,1.036632928,1.037225095,1,1,1.32035178,1.041223256,1,1,1,1,1,1.056354104,1.059253725,1,1.064209244,1,1,1,1.089022962,1,1,1.100694171,1,1,1
CG31230,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG7705,1.646897865,1.199353946,1.396135391,1.382372227,1.79460244,1.458594012,1.258925412,1.21957046,1.32680475,1.264855217,1.05021108,1.284386264,1.22712524,1.389495494,1.55051578,1.258925412,1.584893192,1.064209244,1.508590709,1.637893707,1.816599788,1.089022962,1.193776642,1.615598098,1,1.274274986,1.136463666,1.258925412
CG7706,1.165914401,1.395522497,1.305996548,1.43301257,1.668100537,1.207722655,1.165914401,1.32035178,1.438449888,1.206792641,1.158323286,1.492495545,1.165914401,1.056354104,1.245197085,1.496235656,1.412537545,1,1,1.637893707,1.185971012,1.291549665,1.70125428,1.211527659,1.333521432,1.623776739,1.467799268,1.258925412
CG7708,1.100694171,1.030760802,1,1.11397386,1.389495494,1.162984082,1.079775162,1.04049831,1.041223256,1,1,1,2.267543126,1,1.056354104,1,1,1.064209244,2.912632655,1.178768635,1.185971012,1,1,1,1,1,1.136463666,1
CG14300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ChAT,1.165914401,1.274274986,1,1.154781985,1.291549665,1.899715318,1.122018454,1.373823796,1.041223256,1,1.341712835,1.569105606,1.847849797,1,1.115883993,1.333521432,1,1,13.89495494,1.085711119,1.089022962,1,1,1.211527659,1.211527659,1,1,1
VAChT,1.165914401,1.236247035,1,1.036632928,1.157422881,1.162984082,1.039122304,1.04049831,1.084145869,1,1.341712835,1.221677349,5.411695265,1.056354104,1.115883993,1.258925412,1,1,66.28703162,1,1,1,1,1.100694171,1.211527659,1,1.136463666,1
CG34283,1,1.030760802,1,1,1.075835899,1.078417397,1,1,1,1,1,1.051330177,1,1.056354104,1,1,1,1.064209244,1,1,1,1,1,1,1,1,1,1
Mekk1,1.744482699,2.00738918,2.015337686,1.6548171,1.930697729,1.458594012,1.412537545,1.963828002,1.223824937,1.048113134,2.299863854,1.419625896,1.584893192,1.730195739,1.389495494,1.188502227,1.412537545,1,1.930697729,1.279802214,2.55509709,1.185971012,2.030917621,1.333521432,2.15443469,1,1.136463666,1
CG7718,1.211527659,1.199353946,1.305996548,1.19708503,1.441219597,1.514704337,1.258925412,1.429461338,1.32680475,1.206792641,1.409081686,1.350314038,1.107756851,1.31536905,1.245197085,1.258925412,1.412537545,1,1.389495494,1.279802214,1.089022962,1.089022962,1.42510267,1.333521432,1.333521432,1.274274986,1.467799268,1
gwl,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.100694171,1,1,1
Epg5,1.957341781,1.94748304,1.305996548,1.154781985,1.441219597,1.078417397,1.122018454,1.268961003,1.041223256,1.389495494,1.554137221,1.284386264,1.584893192,1.178768635,1.245197085,1.258925412,1.059253725,1.064209244,1.178768635,1.389495494,1.185971012,1.185971012,1.304321387,1.100694171,1.100694171,1.623776739,1.895735652,1
CG7720,1.039122304,1,1,1.11397386,1,1.078417397,1,1.04049831,1.381499962,2.442053095,1,1,1,1,1.115883993,1,1,1,1,1.389495494,1,1,1,1,1,1,1,1.258925412
CG18208,926.1187281,23.35721469,7.405684692,10.36632928,223.4633727,6.855917356,9.261187281,31.6227766,335.9818286,1676832.937,11.58323286,9.047357242,51.41751828,2.833876712,268.2695795,2.371373706,11.88502227,1.282649831,1.637893707,268.2695795,3.593813664,1,26.48969288,23.71373706,1.467799268,1.128837892,1.291549665,1000
CG14298,1,1,1,1.074607828,1,1,1,1,1,42.9193426,1,1.051330177,2.643761186,1,1,1,1,1.132541315,1,1,1,1,1,1,1.77827941,1,1,1
EndoA,164.6897865,306.7906399,791.6819159,3398.208329,258.6416205,4197.114524,92.61187281,26979.5364,4832930.239,18420699.69,82.20412615,860.5628793,100,9.466522603,146.7799268,158.4893192,4731.51259,9.396648315,177.827941,17782794100,426.2158829,5.054796821,221.8982341,11006.94171,51.08969775,26.36650899,27.82559402,19.95262315
CG14291,1.079775162,1.35387618,1.263133564,1.19708503,1.79460244,1.078417397,1.211527659,1.268961003,1.32680475,1.151395399,2.085205857,1.221677349,1.052500285,5.779692884,1.178768635,1.188502227,1.122018454,1.064209244,1.389495494,1,1.531740464,1,1,1.211527659,1.467799268,1.623776739,1,1
Xrp1,46415888336,2.71776E+11,7.16263E+11,8.97687E+11,9.2951E+15,7677960.997,1.07978E+12,6.99564E+11,5.03216E+14,2947051703,3.5743E+12,2.72134E+11,69894732.07,3.72759E+12,10563541037,1.12202E+13,1.49624E+13,36.94601205,1E+14,1.9307E+18,1.40653E+11,278255940.2,1304321387,1.4678E+12,100000000,3.79269E+11,1136463666,1000000
Mpc1,1.584893192,2.132786428,2.632024061,2.206734069,1.608233878,2.770913387,1.646897865,2.920903717,1.690714103,1.676832937,2.797747463,2.861025569,1.584893192,1.55051578,2.039500469,3.548133892,2.238721139,1.282649831,2.682695795,2.096179992,1.406527242,2.782559402,4.506570338,2.15443469,2.610157216,1.128837892,1.467799268,1.584893192
CG42613,5843.414134,1528.306733,310.995155,264.164832,278.2559402,34.75230431,100,529.8316906,198.7218465,51.79474679,198.5511196,406.1585988,90.27251779,71.9685673,33.40484984,39.81071706,944.0608763,1.365007807,19.30697729,61.05402297,108.9022962,4.262158829,49.23882632,237.1373706,17.7827941,2.976351442,7.742636827,7.943282347
euc,1.039122304,1.030760802,1,1.036632928,1,1.038468775,1,1,1,1,1,1,1.052500285,1.056354104,1.056354104,1,1,1,1,1,1,1,1,1,1.100694171,1,1,1
Smu1,1.439903321,1.128837892,1.221677349,1.19708503,1.55051578,1,1.165914401,1.429461338,1.274274986,1,1.714125253,1.162030136,1.165914401,1,1.245197085,1.496235656,1.059253725,1.132541315,1.085711119,1.178768635,1.089022962,1.089022962,1.092600861,1.211527659,1.333521432,1,1.136463666,1.584893192
dnk,1.678804018,1.48269776,1.396135391,1.19708503,1.668100537,1.458594012,1.359356391,1.675474919,1.274274986,1.264855217,1.409081686,1.419625896,1.165914401,1.389495494,1.55051578,1.584893192,1.258925412,1.282649831,1.389495494,1.77827941,1.291549665,1.531740464,2.424462017,1.333521432,2.872984833,1.274274986,1.136463666,1.258925412
snRNP-U1-C,8.912509381,3.067906399,3.674661941,4.216965034,11.57422881,2.474244554,4.136820402,4.520353656,3.359818286,4.714866363,3.753773682,3.674661941,2.267543126,4.393970561,3.72759372,2.985382619,5.956621435,4.184288508,4.393970561,3.16227766,2.782559402,3.300034791,2.424462017,5.108969775,4.216965034,2.335721469,1.895735652,6.309573445
gukh,43.81942422,9.131167633,8.75042175,3.651741273,41.59562163,3.222528161,3.414548874,3.423597958,3.099046339,5.963623317,10,2.341883126,2.928644565,24.04099184,3.16227766,7.079457844,8.912509381,1.132541315,8.483428982,2.096179992,3.030271083,1.531740464,3.16227766,3.480700588,13.33521432,1.438449888,1.668100537,1.584893192
CG6005,2.15443469,1.35387618,1.5955064,1.485508017,1.930697729,1.404562223,1.359356391,1.487352107,1.690714103,1.151395399,1.479833198,1.916940777,1.165914401,2.039500469,1.467799268,1.258925412,1.333521432,1.205260937,1.389495494,1.508590709,1.185971012,1.531740464,1.42510267,1.467799268,1.467799268,1.438449888,1.291549665,1
CG14286,1.359356391,1.274274986,1.221677349,1.240937761,1.494869134,1.352531975,1.258925412,1.487352107,1.438449888,1.325711366,1.216483949,1.162030136,1.165914401,1.245197085,1.637893707,1.122018454,1.412537545,1.282649831,1.508590709,1.77827941,1.406527242,1.291549665,1.557068405,1.100694171,1.333521432,1.128837892,1,1.258925412
CG14285,1.039122304,1,1.033933849,1,1.075835899,1.254182266,1.079775162,1.04049831,1.084145869,1,1.05021108,1,1,1,1,1.059253725,1.059253725,1,1,1,1,1,1.092600861,1,1.100694171,1,1,1
GatA,1.308177474,1.438449888,1.443511639,1.286396945,1.930697729,1.829342743,1.467799268,1.813930694,1.32680475,1.098541142,1.341712835,1.569105606,1.22712524,1.178768635,1.730195739,1.883649089,1.995262315,1.064209244,1.930697729,1.77827941,1.406527242,1.531740464,1.42510267,2.15443469,1.100694171,1.438449888,1,1.258925412
NP15.6,73.56422545,415.3565396,464.1588834,523.2991147,1861.406687,2668.268371,207.3321573,819.9608245,56.80492162,42.9193426,171.4125253,860.5628793,14.30722989,173.0195739,49.03161412,530.8844442,167.8804018,22.45697996,610.5402297,662.8703162,27.82559402,30.30271083,203.0917621,316.227766,1615.598098,11.28837892,7.742636827,6.309573445
P5cr,5.411695265,5.796393953,6.927550656,4.216965034,16.08233878,4.881177382,4.466835922,12.68961003,2.532262782,2.559547923,7.827390868,9.511759691,2.15443469,3.16227766,6.812920691,10,6.309573445,1.545927736,6.105402297,4.047089951,1.406527242,5.054796821,4.124626383,3.83118685,5.623413252,2.069138081,1.668100537,1.995262315
Prp18,1.525222957,1.095150193,1.221677349,1.19708503,1.291549665,1.404562223,1.079775162,1.268961003,1.084145869,1.389495494,1.05021108,1.350314038,1.107756851,1.115883993,1.056354104,1.412537545,1.258925412,1.064209244,1.637893707,1.389495494,1.089022962,1.089022962,1,1.100694171,1.77827941,1.274274986,1,1
CG6013,2.371373706,1.889364668,2.015337686,1.6548171,2.234633727,1.352531975,1.412537545,1.675474919,1.438449888,1.59985872,2.085205857,1.419625896,1.22712524,1.637893707,1.467799268,2.66072506,1.333521432,1.064209244,2.470911228,2.470911228,1.531740464,1.978318883,1.858791891,1.333521432,3.480700588,1.623776739,1.291549665,1.995262315
cdi,112.2018454,18.89364668,40.61585988,14.3301257,35.93813664,11.62984082,14.12537545,11.26481692,33.59818286,2.682695795,12.77564921,12.21677349,15.84893192,15.5051578,4.393970561,26.6072506,9.440608763,1.645190588,17.7827941,20.96179992,10.89022962,3.300034791,7.017038287,10,133.3521432,2.636650899,1.895735652,2.511886432
mRpL55,3.686945065,9.701571869,6.26760256,11.54781985,5.572264796,9.629562525,4.641588834,23.9502662,4.281332399,3.906939937,5.289373747,54.84416576,3.244226079,3.528735021,5.471359333,16.78804018,10,3.694601205,2.912632655,15.08590709,4.262158829,3.300034791,5.878016072,11.00694171,9.085175757,1.128837892,1.467799268,2.511886432
ATPsynD,3223542.002,1353876180,54844165.76,2287573200,3.46483E+11,3.89192E+11,261015721.6,4.52035E+11,41118.29402,42919.3426,241534250.1,9.51176E+12,1359.356391,490316.1412,2539580038,1.88365E+11,944060876.3,47388.7961,1000000,47705826.96,464158.8834,5994.842503,34551072.95,110069417.1,1000000000,54.55594781,31.6227766,316227.766
CG6040,1.019373486,1.030760802,1.069019205,1,1,1.119902793,1,1,1,1,1.05021108,1.051330177,1,1,1,1.122018454,1.059253725,1,1,1,1,1,1.193776642,1.100694171,1.333521432,1,1,1
Cyp12a5,1,1,1,1,1.037225095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cyp12a4,1.039122304,1,1,1,1,1,1,1,1,1,1,1,1.052500285,1.056354104,1.115883993,1,1,1,1,1,1,1,1,1,1,1.128837892,1,1.258925412
Ppcs,11.22018454,1.673725414,1.823348001,2.128751662,644.9466771,2.048686048,1.711328304,2.920903717,1.908542144,1.456348478,2.663985857,1.419625896,6.640827851,1.730195739,4.903161412,1.584893192,1.258925412,1.064209244,10,2.912632655,7.109709432,4.262158829,1.42510267,3.480700588,2.15443469,1.623776739,1.467799268,251.1886432
CG5835,1,1.062467831,1,1,1,1,1,1.04049831,1,1.048113134,1,1.105295141,1.052500285,1,1.056354104,1.059253725,1.059253725,1,1.085711119,1.279802214,1,1,1,1,1,1,1,1
