"","FBgn","Symbol","CG","ensembl","Moderate","Strong","Repress","Lethal","Enhancer","No.Effect"
"FBgn0011289","FBgn0011289","TfIIA-L","CG5930","43284",0,0,0,0,0,1
"FBgn0035691","FBgn0035691","CG7386","CG7386","38719",0,0,0,0,0,1
"FBgn0039659","FBgn0039659","CG14506","CG14506","43467",0,0,0,0,0,1
"FBgn0263626","FBgn0263626","lncRNA:CR43635","CR43635","12798229",0,0,0,0,0,1
"FBgn0039283","FBgn0039283","danr","CG13651","43020",0,1,1,0,0,1
"FBgn0033767","FBgn0033767","CG13148","CG13148","36398",1,0,1,0,0,1
"FBgn0039312","FBgn0039312","CG10514","CG10514","43052",0,1,1,0,0,1
"FBgn0034335","FBgn0034335","GstE1","CG5164","37106",0,0,0,0,0,1
"FBgn0030073","FBgn0030073","CG10962","CG10962","31824",0,0,0,0,0,1
"FBgn0267757","FBgn0267757","lncRNA:CR46088","CR46088","26067405",0,0,0,0,0,1
"FBgn0265446","FBgn0265446","lncRNA:CR44346","CR44346","19834723",0,0,0,0,0,1
"FBgn0003140","FBgn0003140","PpY-55A","CG10930","48532",0,0,0,0,0,1
"FBgn0082934","FBgn0082934","snoRNA:Me28S-G1083b","CR34563","5740645",0,0,0,0,0,1
"FBgn0053631","FBgn0053631","CG33631","CG33631","3771784",0,0,0,0,1,1
"FBgn0051496","FBgn0051496","CG31496","CG31496","326145",0,0,0,0,0,1
"FBgn0040553","FBgn0040553","CG14374","CG14374","50026",0,1,1,0,0,1
"FBgn0035534","FBgn0035534","mRpS6","CG15016","38535",0,0,0,0,0,1
"FBgn0267728","FBgn0267728","otk2","CG8964","36284",0,0,0,0,0,1
"FBgn0260231","FBgn0260231","CG42505","CG42505","8674018",0,0,0,0,0,1
"FBgn0265593","FBgn0265593","lncRNA:CR44420","CR44420","19834828",0,0,0,0,0,1
"FBgn0266859","FBgn0266859","lncRNA:CR45320","CR45320","19835743",1,0,1,0,0,1
"FBgn0259739","FBgn0259739","CG42393","CG42393","7354474",0,0,0,0,1,1
"FBgn0036217","FBgn0036217","CG5906","CG5906","39343",0,1,1,0,0,1
"FBgn0039374","FBgn0039374","CG17770","CG17770","43118",0,0,0,0,0,1
"FBgn0026136","FBgn0026136","CkIIbeta2","CG8914","37300",0,0,0,0,1,1
"FBgn0031064","FBgn0031064","CG12531","CG12531","32986",0,0,0,0,0,1
"FBgn0083017","FBgn0083017","snoRNA:Psi18S-841c","CR34553","5740741",0,0,0,0,0,1
"FBgn0264291","FBgn0264291","Det","CG12265","42077",0,0,0,0,0,1
"FBgn0265364","FBgn0265364","lncRNA:CR44305","CR44305","19835238",0,0,0,0,0,1
"FBgn0085236","FBgn0085236","CG34207","CG34207","5740143",0,0,0,0,1,1
"FBgn0011884","FBgn0011884","tRNA:Ile-AAT-1-6","CR30246","3772177",0,0,0,0,0,1
"FBgn0053700","FBgn0053700","CG33700","CG33700","3772390",0,0,0,0,0,1
"FBgn0262352","FBgn0262352","CG43050","CG43050","12798184",1,0,1,0,0,1
"FBgn0035760","FBgn0035760","CG8607","CG8607","38805",0,0,0,0,0,1
"FBgn0037218","FBgn0037218","aux","CG1107","40527",0,0,0,0,0,1
"FBgn0030668","FBgn0030668","CG8128","CG8128","32504",0,1,1,0,0,1
"FBgn0052364","FBgn0052364","tut","CG32364","317996",0,0,0,0,0,1
"FBgn0038135","FBgn0038135","CG8773","CG8773","41634",0,1,1,0,1,1
"FBgn0035876","FBgn0035876","Pex2","CG7081","38941",0,0,0,0,1,1
"FBgn0085328","FBgn0085328","CG34299","CG34299","5740430",0,0,0,0,0,1
"FBgn0039299","FBgn0039299","CG11854","CG11854","43037",0,1,1,0,0,1
"FBgn0034618","FBgn0034618","CG9485","CG9485","37435",0,0,0,0,0,1
"FBgn0083942","FBgn0083942","CG34106","CG34106","4379891",0,0,0,0,0,1
"FBgn0039135","FBgn0039135","CG13603","CG13603","42838",0,0,0,0,0,1
"FBgn0032322","FBgn0032322","CG16743","CG16743","34517",0,0,0,0,0,1
"FBgn0038419","FBgn0038419","CG14879","CG14879","41982",0,0,0,0,1,1
"FBgn0030753","FBgn0030753","rngo","CG4420","32616",0,0,0,0,0,1
"FBgn0051909","FBgn0051909","CG31909","CG31909","319020",1,0,1,0,0,1
"FBgn0052865","FBgn0052865","lncRNA:alphagamma-element:CR32865","CR32865","3772597",0,1,1,0,0,1
"FBgn0263864","FBgn0263864","Dark","CG6829","36914",0,0,0,0,0,1
"FBgn0035762","FBgn0035762","Rint1","CG8605","38807",0,0,0,0,0,1
"FBgn0010747","FBgn0010747","Srp54k","CG4659","38593",0,1,1,0,0,1
"FBgn0039098","FBgn0039098","GILT3","CG13822","42787",0,0,0,0,0,1
"FBgn0036053","FBgn0036053","iPLA2-VIA","CG6718","39160",0,0,0,0,1,1
"FBgn0259966","FBgn0259966","Sfp51E","CG42476","8674008",0,0,0,0,0,1
"FBgn0031903","FBgn0031903","Wnt10","CG4971","34011",1,0,1,0,0,1
"FBgn0266882","FBgn0266882","asRNA:CR45343","CR45343","19835909",0,0,0,0,0,1
"FBgn0284244","FBgn0284244","l(2)k05911","CG31728","34731",1,0,1,0,0,1
"FBgn0262300","FBgn0262300","mir-988","CR43007","12798415",0,0,0,0,0,1
"FBgn0020385","FBgn0020385","pug","CG4067","41279",0,0,0,0,1,1
"FBgn0039511","FBgn0039511","CG3330","CG3330","43296",0,0,0,0,0,1
"FBgn0063373","FBgn0063373","snoRNA:snR38:54Ec","CR32901","3772210",0,0,0,0,0,1
"FBgn0035772","FBgn0035772","Sh3beta","CG8582","38820",0,0,0,0,0,1
"FBgn0036777","FBgn0036777","CG7341","CG7341","40004",0,0,0,0,1,1
"FBgn0012036","FBgn0012036","Aldh","CG3752","34256",0,0,0,0,0,1
"FBgn0004865","FBgn0004865","Eip78C","CG18023","40345",0,0,0,0,0,1
"FBgn0004646","FBgn0004646","ogre","CG3039","45382",0,1,1,0,0,1
"FBgn0052626","FBgn0052626","AMPdeam","CG32626","32352",0,0,0,0,0,1
"FBgn0030251","FBgn0030251","CG2145","CG2145","32027",0,0,0,0,0,1
"FBgn0287610","FBgn0287610","asRNA:CR46479","CR46479","54520517",1,0,1,0,0,1
"FBgn0030297","FBgn0030297","Gr10b","CG12622","32085",0,0,0,0,0,1
"FBgn0045843","FBgn0045843","RacGAP84C","CG2595","117503",0,0,0,0,0,1
"FBgn0033943","FBgn0033943","CG12869","CG12869","36616",0,0,0,0,0,1
"FBgn0037659","FBgn0037659","Kdm2","CG11033","41090",0,0,0,0,0,1
"FBgn0012017","FBgn0012017","tRNA:Tyr-GTA-1-2","CR31986","3772347",0,0,0,0,0,1
"FBgn0039228","FBgn0039228","CG6980","CG6980","42955",0,0,0,0,0,1
"FBgn0017577","FBgn0017577","Mcm5","CG4082","41296",0,0,0,0,1,1
"FBgn0286731","FBgn0286731","snoRNA:Or-ACA8","CR46373","39877415",0,1,1,0,0,1
"FBgn0039141","FBgn0039141","spas","CG5977","42846",0,0,0,0,0,1
"FBgn0265061","FBgn0265061","lncRNA:CR44172","CR44172","14462558",1,0,1,0,0,1
"FBgn0051441","FBgn0051441","CG31441","CG31441","326139",0,0,0,0,1,1
"FBgn0041184","FBgn0041184","Socs36E","CG15154","35085",0,1,1,0,0,1
"FBgn0034553","FBgn0034553","CG9993","CG9993","37358",1,0,1,0,0,1
"FBgn0040601","FBgn0040601","CG13643","CG13643","50074",0,0,0,0,0,1
"FBgn0035436","FBgn0035436","CG12016","CG12016","38411",0,0,0,0,0,1
"FBgn0260026","FBgn0260026","CG42494","CG42494","8674087",0,0,0,0,0,1
"FBgn0036183","FBgn0036183","CG6083","CG6083","39305",1,1,1,0,0,1
"FBgn0085257","FBgn0085257","CG34228","CG34228","5740377",0,0,0,0,0,1
"FBgn0037235","FBgn0037235","CG1103","CG1103","40547",0,0,0,0,0,1
"FBgn0039385","FBgn0039385","CG5913","CG5913","43132",0,0,0,0,0,1
"FBgn0034649","FBgn0034649","PIG-M","CG9865","37470",0,0,0,0,0,1
"FBgn0053441","FBgn0053441","5SrRNA:CR33441","CR33441","3772040",0,0,0,0,0,1
"FBgn0266443","FBgn0266443","CG45073","CG45073","19836197",0,0,0,0,0,1
"FBgn0040751","FBgn0040751","CG13018","CG13018","50224",0,0,0,0,0,1
"FBgn0034548","FBgn0034548","CG13443","CG13443","37351",1,0,1,0,0,1
"FBgn0010406","FBgn0010406","RNaseX25","CG8194","38885",0,0,0,0,0,1
"FBgn0013334","FBgn0013334","Sap47","CG8884","41938",0,0,0,0,0,1
"FBgn0264469","FBgn0264469","asRNA:CR43877","CR43877","14462903",0,0,0,0,1,1
"FBgn0085376","FBgn0085376","CG34347","CG34347","5740668",0,0,0,0,0,1
"FBgn0284231","FBgn0284231","CG46315","CG46315","30522404",0,0,0,0,0,1
"FBgn0040780","FBgn0040780","Atg10","CG12821","50253",1,0,1,0,0,1
"FBgn0053296","FBgn0053296","CG33296","CG33296","2768941",0,1,1,0,0,1
"FBgn0020018","FBgn0020018","Ppox","CG5796","42939",0,0,0,0,0,1
"FBgn0031054","FBgn0031054","Ssu72","CG14216","32973",0,0,0,0,0,1
"FBgn0011336","FBgn0011336","Stt3B","CG7748","43005",0,1,1,0,0,1
"FBgn0039490","FBgn0039490","CG5882","CG5882","43269",0,0,0,0,0,1
"FBgn0086757","FBgn0086757","cbs","CG4840","36492",0,0,0,0,0,1
"FBgn0069913","FBgn0069913","CG4681","CG4681","37928",0,0,0,0,0,1
"FBgn0053448","FBgn0053448","5SrRNA:CR33448","CR33448","3772103",0,0,0,0,0,1
"FBgn0035401","FBgn0035401","Alg2","CG1291","38374",0,0,0,0,0,1
"FBgn0039254","FBgn0039254","Nmnat","CG13645","42987",0,0,0,0,0,1
"FBgn0021742","FBgn0021742","C901","CG1567","32032",0,0,0,0,0,1
"FBgn0033543","FBgn0033543","CG12338","CG12338","36128",0,0,0,0,0,1
"FBgn0086908","FBgn0086908","egg","CG12196","37962",0,0,0,0,0,1
"FBgn0259973","FBgn0259973","Sfp79B","CG42483","8674014",0,0,0,0,0,1
"FBgn0262563","FBgn0262563","CG43103","CG43103","12798325",0,0,0,0,0,1
"FBgn0053721","FBgn0053721","CG33721","CG33721","3885576",0,0,0,0,0,1
"FBgn0032020","FBgn0032020","strat","CG7787","34142",0,0,0,0,0,1
"FBgn0250833","FBgn0250833","CG34461","CG34461","5740547",0,0,0,0,1,1
"FBgn0027338","FBgn0027338","Kap-alpha3","CG9423","41158",0,0,0,0,0,1
"FBgn0003371","FBgn0003371","sgg","CG2621","31248",0,1,1,0,0,1
"FBgn0039022","FBgn0039022","Nepl13","CG4725","42699",0,0,0,0,0,1
"FBgn0287668","FBgn0287668","lncRNA:CR46495","FBgn0287668","FBgn0287668",0,0,0,0,0,1
"FBgn0286511","FBgn0286511","Pld","CG12110","35554",1,0,1,0,0,1
"FBgn0003034","FBgn0003034","SP","CG17673","39494",0,0,0,0,0,1
"FBgn0267212","FBgn0267212","lncRNA:CR45652","CR45652","19835144",0,0,0,0,0,1
"FBgn0040964","FBgn0040964","CG18661","CG18661","50438",1,0,1,0,0,1
"FBgn0011934","FBgn0011934","tRNA:Asn-GTT-1-8","CR30319","3772718",0,0,0,0,0,1
"FBgn0032894","FBgn0032894","CG14402","CG14402","35352",0,0,0,0,0,1
"FBgn0031811","FBgn0031811","CG13982","CG13982","33895",0,0,0,0,0,1
"FBgn0037786","FBgn0037786","Alp13","CG5361","41236",0,0,0,0,1,1
"FBgn0051248","FBgn0051248","CG31248","CG31248","40853",0,0,0,0,0,1
"FBgn0086758","FBgn0086758","chinmo","CG31666","33343",0,0,0,0,0,1
"FBgn0036689","FBgn0036689","CG7730","CG7730","39908",1,0,1,0,0,1
"FBgn0036207","FBgn0036207","CG10907","CG10907","39331",1,1,1,0,0,1
"FBgn0285892","FBgn0285892","tea","CG30007","36027",1,0,1,0,0,1
"FBgn0035003","FBgn0035003","CG15873","CG15873","37898",0,0,0,0,0,1
"FBgn0027783","FBgn0027783","SMC2","CG10212","36653",0,0,0,0,0,1
"FBgn0262565","FBgn0262565","CR43105","CR43105","12798480",0,0,0,0,0,1
"FBgn0036192","FBgn0036192","Pldn","CG14133","39315",1,1,1,0,0,1
"FBgn0264512","FBgn0264512","lncRNA:CR43911","CR43911","14462858",0,0,0,0,0,1
"FBgn0038032","FBgn0038032","CG10096","CG10096","3772183",0,0,0,0,0,1
"FBgn0013275","FBgn0013275","Hsp70Aa","CG31366","48581",0,0,0,0,0,1
"FBgn0082933","FBgn0082933","snoRNA:Me28S-G1083c","CR34564","5740517",0,0,0,0,0,1
"FBgn0086451","FBgn0086451","l(2)k09022","CG10805","33960",0,0,0,0,0,1
"FBgn0031150","FBgn0031150","bves","CG32513","33083",1,0,1,0,0,1
"FBgn0015513","FBgn0015513","mbc","CG10379","42817",0,0,0,0,0,1
"FBgn0029761","FBgn0029761","SK","CG10706","31456",0,0,0,0,0,1
"FBgn0036263","FBgn0036263","thoc6","CG5632","39394",0,1,1,0,0,1
"FBgn0051867","FBgn0051867","CG31867","CG31867","261614",0,1,1,0,0,1
"FBgn0265842","FBgn0265842","lncRNA:CR44631","CR44631","19835850",0,0,0,0,0,1
"FBgn0032335","FBgn0032335","CG14915","CG14915","34536",0,1,1,0,0,1
"FBgn0040395","FBgn0040395","Unc-76","CG3981","31179",0,0,0,0,0,1
"FBgn0035380","FBgn0035380","CG9970","CG9970","38351",0,0,0,0,0,1
"FBgn0036716","FBgn0036716","CG13728","CG13728","39937",0,0,0,0,0,1
"FBgn0046876","FBgn0046876","Obp83ef","CG31557","40747",0,0,0,0,1,1
"FBgn0086661","FBgn0086661","snoRNA:Psi28S-2566","CR33686","3771936",0,0,0,0,0,1
"FBgn0264984","FBgn0264984","lncRNA:CR44135","CR44135","14462451",0,0,0,0,0,1
"FBgn0052985","FBgn0052985","CG32985","CG32985","326244",1,0,1,0,0,1
"FBgn0015623","FBgn0015623","Cpr","CG11567","33883",0,0,0,0,0,1
"FBgn0036168","FBgn0036168","CG7512","CG7512","39289",1,0,1,0,0,1
"FBgn0266878","FBgn0266878","lncRNA:CR45339","CR45339","19834983",0,0,0,0,0,1
"FBgn0031426","FBgn0031426","CG18641","CG18641","33429",0,0,0,0,0,1
"FBgn0032167","FBgn0032167","CG5853","CG5853","34322",1,0,1,0,0,1
"FBgn0050369","FBgn0050369","CG30369","CG30369","246572",1,0,1,0,0,1
"FBgn0034479","FBgn0034479","CG8654","CG8654","37275",0,0,0,0,0,1
"FBgn0035856","FBgn0035856","CG13679","CG13679","38919",0,0,0,0,0,1
"FBgn0002542","FBgn0002542","lds","CG2684","45894",0,0,0,0,0,1
"FBgn0003357","FBgn0003357","Jon99Ciii","CG31362","43543",0,0,0,0,0,1
"FBgn0266148","FBgn0266148","lncRNA:CR44854","CR44854","19836057",1,0,1,0,0,1
"FBgn0265099","FBgn0265099","lncRNA:CR44204","CR44204","19835135",1,0,1,0,0,1
"FBgn0285958","FBgn0285958","Fuca","CG6128","3772574",1,0,1,0,0,1
"FBgn0262033","FBgn0262033","lncRNA:CR42844","CR42844","19835287",0,0,0,0,0,1
"FBgn0264305","FBgn0264305","CG43783","CG43783","14462845",0,1,1,0,0,1
"FBgn0262817","FBgn0262817","CG43188","CG43188","12798403",0,0,0,0,0,1
"FBgn0038132","FBgn0038132","apn","CG15887","41631",0,1,1,0,1,1
"FBgn0031668","FBgn0031668","CG31917","CG31917","326171",1,0,1,0,0,1
"FBgn0266904","FBgn0266904","lncRNA:CR45364","CR45364","19834812",0,0,0,0,0,1
"FBgn0267989","FBgn0267989","asRNA:CR46256","CR46256","26067566",1,0,1,0,0,1
"FBgn0267443","FBgn0267443","lncRNA:CR45793","CR45793","26067124",0,0,0,0,0,1
"FBgn0039675","FBgn0039675","ppk21","CG12048","43485",0,0,0,0,0,1
"FBgn0040071","FBgn0040071","tara","CG6889","53562",0,0,0,0,0,1
"FBgn0034229","FBgn0034229","CG4847","CG4847","36973",0,0,0,0,0,1
"FBgn0037917","FBgn0037917","wkd","CG5344","41390",0,0,0,0,1,1
"FBgn0001084","FBgn0001084","fy","CG13396","34166",0,0,0,0,0,1
"FBgn0036222","FBgn0036222","SdhAL","CG5718","39348",0,1,1,0,0,1
"FBgn0266005","FBgn0266005","lncRNA:CR44779","CR44779","19835701",0,0,0,0,0,1
"FBgn0039379","FBgn0039379","CG5886","CG5886","43125",0,0,0,0,0,1
"FBgn0022942","FBgn0022942","Cbp80","CG7035","44409",0,0,0,0,1,1
"FBgn0039380","FBgn0039380","CG5890","CG5890","43126",0,0,0,0,0,1
"FBgn0032022","FBgn0032022","CG14275","CG14275","34144",0,0,0,0,0,1
"FBgn0010341","FBgn0010341","Cdc42","CG12530","32981",0,0,0,0,0,1
"FBgn0052270","FBgn0052270","CG32270","CG32270","3772375",0,0,0,0,0,1
"FBgn0031711","FBgn0031711","CG6907","CG6907","33775",1,0,1,0,0,1
"FBgn0031676","FBgn0031676","senju","CG14040","33734",1,0,1,0,0,1
"FBgn0035592","FBgn0035592","CG10674","CG10674","38602",0,1,1,0,0,1
"FBgn0042106","FBgn0042106","CG18754","CG18754","59145",0,0,0,0,0,1
"FBgn0030067","FBgn0030067","Rbm13","CG10648","31818",0,0,0,0,0,1
"FBgn0030241","FBgn0030241","feo","CG11207","32015",0,0,0,0,0,1
"FBgn0262570","FBgn0262570","CG43110","CG43110","12798330",0,1,1,0,0,1
"FBgn0058006","FBgn0058006","CG40006","CG40006","3355123",0,0,0,0,0,1
"FBgn0037519","FBgn0037519","CG3014","CG3014","40922",0,0,0,0,0,1
"FBgn0052755","FBgn0052755","CG32755","CG32755","318192",0,1,1,0,1,1
"FBgn0266861","FBgn0266861","lncRNA:CR45322","CR45322","19836014",0,1,1,0,1,1
"FBgn0034231","FBgn0034231","APC10","CG11419","36975",0,0,0,0,0,1
"FBgn0036337","FBgn0036337","AdenoK","CG11255","39479",0,0,0,0,0,1
"FBgn0032280","FBgn0032280","CG17105","CG17105","34466",0,1,1,0,0,1
"FBgn0039766","FBgn0039766","CG15536","CG15536","43610",0,1,1,0,0,1
"FBgn0267290","FBgn0267290","lncRNA:CR45726","CR45726","19836223",0,0,0,0,0,1
"FBgn0262446","FBgn0262446","mir-137","CR43012","12798490",0,0,0,0,0,1
"FBgn0035661","FBgn0035661","CG10477","CG10477","38679",0,0,0,0,0,1
"FBgn0264567","FBgn0264567","lncRNA:CR43939","CR43939","14462904",0,1,1,0,1,1
"FBgn0033770","FBgn0033770","wuc","CG12442","36401",1,0,1,0,0,1
"FBgn0260756","FBgn0260756","CG42554","CG42554","8674073",0,1,1,0,0,1
"FBgn0263487","FBgn0263487","scaRNA:PsiU5-44","CR43602","12798455",0,0,0,0,0,1
"FBgn0259878","FBgn0259878","Fs","CG33466","2768836",0,0,0,0,0,1
"FBgn0032935","FBgn0032935","Atg18b","CG8678","35396",0,0,0,0,0,1
"FBgn0033995","FBgn0033995","GPHR","CG8090","36682",0,0,0,0,0,1
"FBgn0050051","FBgn0050051","Tmem18","CG30051","246418",0,0,0,0,1,1
"FBgn0035590","FBgn0035590","Prpk","CG10673","38600",0,1,1,0,0,1
"FBgn0035434","FBgn0035434","Drsl5","CG10812","38409",0,0,0,0,0,1
"FBgn0029909","FBgn0029909","mAChR-C","CG12796","31626",0,0,0,0,0,1
"FBgn0002524","FBgn0002524","lace","CG4162","34910",0,0,0,0,0,1
"FBgn0045063","FBgn0045063","fdl","CG8824","250735",0,0,0,0,0,1
"FBgn0035611","FBgn0035611","CG13285","CG13285","38623",0,0,0,0,0,1
"FBgn0065081","FBgn0065081","snmRNA:838","CR33793","3772476",0,0,0,0,0,1
"FBgn0086347","FBgn0086347","Myo31DF","CG7438","34445",0,0,0,0,0,1
"FBgn0040259","FBgn0040259","Ugt302C1","CG18578","53510",0,0,0,0,1,1
"FBgn0037981","FBgn0037981","Spt3","CG3169","41461",0,0,0,0,0,1
"FBgn0265348","FBgn0265348","lncRNA:CR44302","CR44302","19835102",0,0,0,0,0,1
"FBgn0038349","FBgn0038349","AOX3","CG6045","41896",0,0,0,0,0,1
"FBgn0265182","FBgn0265182","CG44247","CG44247","19835727",0,0,0,0,0,1
"FBgn0025641","FBgn0025641","DAAM","CG14622","31075",0,0,0,0,0,1
"FBgn0037100","FBgn0037100","CapaR","CG14575","40393",0,1,1,0,1,1
"FBgn0000541","FBgn0000541","E(bx)","CG32346","44811",0,1,1,0,0,1
"FBgn0259785","FBgn0259785","pzg","CG7752","40351",0,0,0,0,0,1
"FBgn0264504","FBgn0264504","asRNA:CR43903","CR43903","14462513",0,0,0,0,0,1
"FBgn0259163","FBgn0259163","CG42268","CG42268","39145",0,0,0,0,0,1
"FBgn0266309","FBgn0266309","lncRNA:CR44974","CR44974","19835770",0,0,0,0,0,1
"FBgn0263633","FBgn0263633","mir-3644","CR43559","12797905",1,0,1,0,0,1
"FBgn0034532","FBgn0034532","CG13436","CG13436","37334",0,0,0,0,0,1
"FBgn0262960","FBgn0262960","CG43271","CG43271","12798001",0,0,0,0,0,1
"FBgn0052843","FBgn0052843","Dh31-R","CG32843","36475",0,0,0,0,0,1
"FBgn0051041","FBgn0051041","CG31041","CG31041","318567",0,0,0,0,0,1
"FBgn0267208","FBgn0267208","asRNA:CR45648","CR45648","19836196",0,0,0,0,0,1
"FBgn0052574","FBgn0052574","Twdlalpha","CG32574","326223",1,0,1,0,0,1
"FBgn0065087","FBgn0065087","snmRNA:649","CR33685","3771788",0,0,0,0,0,1
"FBgn0041712","FBgn0041712","yellow-d","CG9889","37703",0,0,0,0,0,1
"FBgn0032129","FBgn0032129","jp","CG4405","34274",0,0,0,0,0,1
"FBgn0038145","FBgn0038145","Droj2","CG8863","41646",0,1,1,0,0,1
"FBgn0035693","FBgn0035693","CG8219","CG8219","38722",0,0,0,0,0,1
"FBgn0266867","FBgn0266867","lncRNA:CR45328","CR45328","19835928",0,0,0,0,0,1
"FBgn0264516","FBgn0264516","CG43915","CG43915","14462830",0,0,0,0,1,1
"FBgn0052196","FBgn0052196","CG32196","CG32196","317908",0,0,0,0,0,1
"FBgn0035824","FBgn0035824","CG8281","CG8281","38880",0,0,0,0,0,1
"FBgn0034513","FBgn0034513","CG13423","CG13423","37315",0,0,0,0,1,1
"FBgn0039802","FBgn0039802","dj-1beta","CG1349","43652",0,0,0,0,0,1
"FBgn0030293","FBgn0030293","CG1737","CG1737","32077",0,0,0,0,0,1
"FBgn0266400","FBgn0266400","lncRNA:CR45040","CR45040","19834808",0,0,0,0,0,1
"FBgn0265997","FBgn0265997","lncRNA:CR44772","CR44772","19836120",0,1,1,0,0,1
"FBgn0039381","FBgn0039381","SppL","CG17370","43128",0,0,0,0,0,1
"FBgn0030395","FBgn0030395","Mks1","CG15730","32200",0,0,0,0,0,1
"FBgn0265726","FBgn0265726","Nna1","CG44533","32329",0,0,0,0,0,1
"FBgn0038973","FBgn0038973","Pebp1","CG18594","42644",0,0,0,0,0,1
"FBgn0031058","FBgn0031058","CG14227","CG14227","32978",0,0,0,0,0,1
"FBgn0267034","FBgn0267034","lncRNA:CR45478","CR45478","19834748",0,0,0,0,0,1
"FBgn0264726","FBgn0264726","lncRNA:CR43994","CR43994","14462849",0,1,1,0,0,1
"FBgn0052103","FBgn0052103","SCaMC","CG32103","39415",0,1,1,0,0,1
"FBgn0005626","FBgn0005626","ple","CG10118","38746",0,0,0,0,0,1
"FBgn0038916","FBgn0038916","dnd","CG6560","42580",0,0,0,0,0,1
"FBgn0034066","FBgn0034066","EMC7","CG8397","36767",1,0,1,0,0,1
"FBgn0034197","FBgn0034197","Cda9","CG15918","36934",0,0,0,0,0,1
"FBgn0267210","FBgn0267210","lncRNA:CR45650","CR45650","19835722",0,0,0,0,0,1
"FBgn0035878","FBgn0035878","CG7182","CG7182","38944",0,0,0,0,1,1
"FBgn0051145","FBgn0051145","CG31145","CG31145","42784",0,0,0,0,0,1
"FBgn0286885","FBgn0286885","CR46407","CR46407","54520475",0,1,1,0,1,1
"FBgn0261293","FBgn0261293","CheB53b","CG33524","3346204",0,0,0,0,0,1
"FBgn0037229","FBgn0037229","CG9766","CG9766","40539",0,0,0,0,0,1
"FBgn0039031","FBgn0039031","Gbp3","CG17244","42709",0,0,0,0,0,1
"FBgn0015789","FBgn0015789","Rab10","CG17060","33025",0,1,1,0,0,1
"FBgn0051730","FBgn0051730","CG31730","CG31730","318920",0,0,0,0,0,1
"FBgn0000015","FBgn0000015","Abd-B","CG11648","47763",0,0,0,0,0,1
"FBgn0036353","FBgn0036353","CG10171","CG10171","39501",0,0,0,0,0,1
"FBgn0265613","FBgn0265613","asRNA:CR44431","CR44431","19835804",1,0,1,0,0,1
"FBgn0034854","FBgn0034854","Golgin245","CG3493","37702",0,0,0,0,0,1
"FBgn0033494","FBgn0033494","KCNQ","CG33135","36071",0,1,1,0,0,1
"FBgn0010414","FBgn0010414","SerT","CG4545","37895",0,0,0,0,0,1
"FBgn0267164","FBgn0267164","asRNA:CR45604","CR45604","19835641",0,0,0,0,0,1
"FBgn0051158","FBgn0051158","Efa6","CG31158","42665",0,0,0,0,0,1
"FBgn0032471","FBgn0032471","CG5122","CG5122","34703",1,0,1,0,0,1
"FBgn0035623","FBgn0035623","mthl2","CG17795","38636",0,0,0,0,0,1
"FBgn0261292","FBgn0261292","CheB53a","CG33550","3346205",0,0,0,0,0,1
"FBgn0086069","FBgn0086069","snoRNA:Me28S-C3351","CR34698","5740445",0,0,0,0,0,1
"FBgn0267551","FBgn0267551","asRNA:CR45891","CR45891","26067219",0,0,0,0,0,1
"FBgn0262540","FBgn0262540","CG43094","CG43094","12798517",0,0,0,0,0,1
"FBgn0004842","FBgn0004842","RYa-R","CG5811","43253",0,0,0,0,0,1
"FBgn0040323","FBgn0040323","GNBP1","CG6895","40034",0,0,0,0,0,1
"FBgn0266040","FBgn0266040","lncRNA:CR44805","CR44805","19836146",0,0,0,0,0,1
"FBgn0027498","FBgn0027498","CG2061","CG2061","32042",0,0,0,0,0,1
"FBgn0033687","FBgn0033687","CG8407","CG8407","36303",0,0,0,0,0,1
"FBgn0286778","FBgn0286778","CG46385","CG46385","246653",1,0,1,0,0,1
"FBgn0263595","FBgn0263595","lncRNA:CR43617","CR43617","12798433",1,0,1,0,0,1
"FBgn0083053","FBgn0083053","snoRNA:Psi18S-1347b","CR34545","5740220",0,0,0,0,0,1
"FBgn0263257","FBgn0263257","Cngl","CG43395","32468",0,0,0,0,0,1
"FBgn0085482","FBgn0085482","CG34453","CG34453","5740693",0,1,1,0,0,1
"FBgn0037976","FBgn0037976","Tk","CG14734","41456",0,0,0,0,0,1
"FBgn0286876","FBgn0286876","CG46398","CG46398","54520431",0,0,0,0,0,1
"FBgn0266622","FBgn0266622","asRNA:CR45129","CR45129","19836137",1,0,1,0,0,1
"FBgn0085431","FBgn0085431","CG34402","CG34402","41513",0,0,0,0,0,1
"FBgn0035787","FBgn0035787","CG8543","CG8543","38837",0,0,0,0,0,1
"FBgn0052093","FBgn0052093","tRNA:Gln-TTG-1-1","CR32093","3772521",1,1,1,0,0,1
"FBgn0037090","FBgn0037090","Est-Q","CG7529","40381",0,0,0,0,1,1
"FBgn0050223","FBgn0050223","tRNA:His-GTG-1-5","CR30223","3772446",0,0,0,0,0,1
"FBgn0029118","FBgn0029118","ScsbetaG","CG10622","44001",0,0,0,0,0,1
"FBgn0037225","FBgn0037225","TwdlG","CG14643","40535",0,0,0,0,0,1
"FBgn0001941","FBgn0001941","ifc","CG9078","33836",0,0,0,0,0,1
"FBgn0030693","FBgn0030693","CG8974","CG8974","32532",0,1,1,0,0,1
"FBgn0283553","FBgn0283553","mir-9379","CR46287","30522418",0,0,0,0,0,1
